leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,11,0.13325074609090912,0.125388828,0.140205327,63.3539586029155
fl,landing,11,0.4745065689090909,0.268092472,0.505111938,63.3539586029155
fr,liftoff,11,0.13227356218181818,0.116990181,0.144018723,62.74765102796826
fr,landing,11,0.49819690381818177,0.484109017,0.504716606,62.74765102796826
rl,liftoff,11,0.13765278145454543,0.13400744,0.142568866,89.30538527317782
rl,landing,11,-0.3258623363636364,-0.335296691,-0.317130374,89.30538527317782
rr,liftoff,11,0.13763565909090908,0.130421404,0.145167373,89.27720346088955
rr,landing,11,-0.32710088618181826,-0.335424574,-0.317012335,89.27720346088955
