leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,25,0.25890505855999996,0.247033612,0.269601589,60.74654870941287
fl,landing,25,0.5351641632399999,0.35157498,0.552698064,60.74654870941287
fr,liftoff,24,0.25832565787499995,0.243035714,0.269548494,61.290355153377185
fr,landing,24,0.5463557190416667,0.535452112,0.553740485,61.290355153377185
rl,liftoff,0,,,,87.71650794587569
rl,landing,0,,,,87.71650794587569
rr,liftoff,0,,,,87.33946808619629
rr,landing,0,,,,87.33946808619629
