leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,19,0.25912097405263157,0.247462351,0.275601749,60.37127728264981
fl,landing,18,0.5360922955,0.354810587,0.566216308,60.37127728264981
fr,liftoff,18,0.25782215861111113,0.245335929,0.278256307,61.301424899370865
fr,landing,18,0.5438251954999999,0.534331824,0.559358103,61.301424899370865
rl,liftoff,18,0.25352454900000004,0.247194954,0.26128897,88.80488601267498
rl,landing,18,-0.23872941350000002,-0.247452206,-0.222982968,88.80488601267498
rr,liftoff,13,0.25338730776923074,0.246349514,0.259650809,88.51889494856452
rr,landing,13,-0.23792918676923078,-0.245858679,-0.230708781,88.51889494856452
