leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,53,0.25813082596226417,0.175280524,0.272199114,60.27035081698079
fl,landing,53,0.5389886688490566,0.357563057,0.558733043,60.27035081698079
fr,liftoff,52,0.274038189,0.245956246,1.084519846,61.17819822251097
fr,landing,52,0.5622829414038462,0.517156672,1.483470124,61.17819822251097
rl,liftoff,0,,,,87.601518080146
rl,landing,0,,,,87.601518080146
rr,liftoff,0,,,,87.552476521755
rr,landing,0,,,,87.552476521755
