leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,19,0.18442976021052634,0.15995714,0.280652014,65.19270376574042
fl,landing,19,0.5199692188421053,0.3619924,0.541344052,65.19270376574042
fr,liftoff,18,0.19016275105555558,0.156601611,0.235503836,66.08511554088297
fr,landing,18,0.5297350888888891,0.518937957,0.536889614,66.08511554088297
rl,liftoff,18,0.2545571868888889,0.247136525,0.267475588,92.5229635185227
rl,landing,18,-0.07447977944444445,-0.083664689,-0.063976904,92.5229635185227
rr,liftoff,18,0.2550409958333334,0.244640404,0.273204927,92.55682015085513
rr,landing,18,-0.07250606422222224,-0.084933056,-0.025455341,92.55682015085513
