leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,0,,,,48.61417798209522
fl,landing,0,,,,48.61417798209522
fr,liftoff,0,,,,51.385822017904744
fr,landing,0,,,,51.385822017904744
rl,liftoff,0,,,,100.0
rl,landing,0,,,,100.0
rr,liftoff,0,,,,100.0
rr,landing,0,,,,100.0
