leg,start_time_s,end_time_s,duration_s,exceeds_off_debounce,bounded_by_recontact
fl,0.003010934,0.073025379,0.070014445,False,True
fl,0.303092385,1.085560605,0.78246822,True,True
fl,1.263818204,2.070945524,0.80712732,True,True
fl,4.145071099,5.964907655,1.819836556,True,True
fl,7.990480703,9.811866068,1.821385365,True,True
fl,11.83086553,13.650889965,1.820024435,True,True
fl,15.670066473,17.478997834,1.808931361,True,True
fl,19.496483082,21.326576606,1.830093524,True,True
fl,23.344104638,25.17015555,1.826050912,True,True
fl,27.180011,29.00673283,1.82672183,True,True
fl,31.02437659,32.85030362,1.82592703,True,True
fl,34.864843303,36.688364237,1.823520934,True,True
fl,38.710506232,40.523137282,1.81263105,True,True
fl,42.542802286,44.363068635,1.820266349,True,True
fl,46.382690117,48.210786597,1.82809648,True,True
fl,50.226043024,52.051718055,1.825675031,True,True
fl,54.065529738,55.897338211,1.831808473,True,True
fl,57.912283876,59.721129262,1.808845386,True,True
fl,61.743805825,63.567612677,1.823806852,True,True
fl,65.577851457,67.411276551,1.833425094,True,True
fl,69.419816277,71.253214481,1.833398204,True,True
fl,73.260295343,75.093308458,1.833013115,True,True
fl,77.100737729,78.924737149,1.82399942,True,True
fl,80.948918976,82.776426867,1.827507891,True,True
fl,84.795524369,86.614918703,1.819394334,True,True
fl,88.629605372,90.462313931,1.832708559,True,True
fl,92.466291719,94.291835147,1.825543428,True,True
fl,96.307141077,98.123739945,1.816598868,True,True
fl,100.142226521,,,,False
fr,2.193565586,4.043049015,1.849483429,True,True
fr,6.074790311,7.88988869,1.815098379,True,True
fr,9.9108224,11.735724756,1.824902356,True,True
fr,13.751465082,15.57023147,1.818766388,True,True
fr,17.577471781,19.407741332,1.830269551,True,True
fr,21.417397702,23.243118133,1.825720431,True,True
fr,25.258921356,27.079398746,1.82047739,True,True
fr,29.107659917,30.92520363,1.817543713,True,True
fr,32.947561132,34.76621912,1.818657988,True,True
fr,36.788701022,38.610846516,1.822145494,True,True
fr,40.623418635,42.436881637,1.813463002,True,True
fr,44.463869461,46.28469958,1.820830119,True,True
fr,48.312339718,50.129488853,1.817149135,True,True
fr,52.147571093,53.967373407,1.819802314,True,True
fr,55.983260873,57.809677533,1.82641666,True,True
fr,59.820418117,61.642408906,1.821990789,True,True
fr,63.657296052,65.487909647,1.830613595,True,True
fr,67.503270238,69.330159206,1.826888968,True,True
fr,71.343516446,73.161031532,1.817515086,True,True
fr,75.182450267,77.003223209,1.820772942,True,True
fr,79.022228799,80.849015868,1.826787069,True,True
fr,82.867139708,84.696101571,1.828961863,True,True
fr,86.703755549,88.531544357,1.827788808,True,True
fr,90.549040151,92.366342384,1.817302233,True,True
fr,94.393562604,96.207270552,1.813707948,True,True
fr,98.22364658,100.04523282,1.82158624,True,True
