escala,avance_m,velocidad_media_m_s,roll_max_abs_deg,pitch_max_abs_deg,salto_articular_max_rad
0.00,0.021878335023268726,0.0037983002072641877,1.279511088146538,2.501956710789354,0.007424995307338139
0.25,0.017987977343839688,0.003122858642901896,2.201870762847036,2.524030646934803,0.0074480554078113805
0.50,0.0013398686908931848,0.0002326097973475229,3.277544298355003,3.118386323795326,0.008145669939632628
0.75,0.005591800336150351,0.0009708824616117194,3.8442191729380406,3.6465670242827466,0.009064573117080187
1.00,0.003774777747434299,0.0006553292715119641,4.436088490448363,3.71548848658446,0.008937659801536288
