semilla,avance_m,velocidad_media_m_s,roll_max_abs_deg,pitch_max_abs_deg,salto_articular_max_rad
11,0.01782413624862739,0.0030944493433068664,2.2052554846230294,2.49289380876131,0.007477698338355888
23,0.01651819450651367,0.0028639292064683757,2.1846577365087914,2.6480246599149813,0.007419223087049587
37,0.0022945380105203806,0.00039835726108427156,0.8084350205721363,4.888742548447684,0.010680613634051404
53,0.014482946641143425,0.0025144025100163805,1.1305384940601924,2.6670501564394016,0.007590373125598811
71,0.01984452473578647,0.003445212237279482,1.328117838044225,3.203218373589085,0.007397263443429354
