leg,transition,expected_time_s,observed_time_s,delay_s,paired
fl,liftoff,0.382063729,0.530089652,0.148025923,True
fl,landing,0.92107341,1.248164105,0.327090695,True
fl,liftoff,4.702535246,4.790642721,0.088107475,True
fl,landing,5.241397217,5.738338129,0.496940912,True
fl,liftoff,9.020919607,9.070492837,0.04957323,True
fl,landing,9.561358201,10.060222541,0.49886434,True
fl,liftoff,13.340915991,13.396421188,0.055505197,True
fl,landing,13.881234398,14.371244415,0.490010017,True
fl,liftoff,17.665135215,17.717857328,0.052722113,True
fl,landing,18.201093958,18.704723432,0.503629474,True
fl,liftoff,21.981334086,22.029699128,0.048365042,True
fl,landing,22.521412901,23.023197226,0.501784325,True
fl,liftoff,26.301071483,26.370753928,0.069682445,True
fl,landing,26.841422945,27.342412288,0.500989343,True
fl,liftoff,30.622787148,30.713535698,0.09074855,True
fl,landing,31.161011757,31.656826127,0.49581437,True
fl,liftoff,34.941748169,35.002993937,0.061245768,True
fl,landing,35.481011184,35.983980655,0.502969471,True
fl,liftoff,39.261902104,39.325293568,0.063391464,True
fl,landing,39.801352564,40.292469102,0.491116538,True
fl,liftoff,43.581159962,43.661516576,0.080356614,True
fl,landing,44.121258548,44.617937848,0.4966793,True
fl,liftoff,47.901004036,48.010258945,0.109254909,True
fl,landing,48.442772702,48.940220066,0.497447364,True
fl,liftoff,52.221564113,52.283665244,0.062101131,True
fl,landing,52.761272855,53.2643149,0.503042045,True
fl,liftoff,56.541215372,56.601592442,0.06037707,True
fl,landing,57.08150345,57.577549337,0.496045887,True
fl,liftoff,60.861172097,60.905671162,0.044499065,True
fl,landing,61.40253548,61.902012828,0.499477348,True
fl,liftoff,65.181023204,65.249138475,0.068115271,True
fl,landing,65.721722533,66.214544308,0.492821775,True
fl,liftoff,69.502417991,69.565902705,0.063484714,True
fl,landing,70.04138231,70.532473445,0.491091135,True
fl,liftoff,73.822274842,73.881761354,0.059486512,True
fl,landing,74.361077717,74.85520738,0.494129663,True
fl,liftoff,78.141916728,78.204728407,0.062811679,True
fl,landing,78.681027558,,,False
fr,liftoff,2.540993061,2.657742835,0.116749774,True
fr,landing,3.081517081,3.577044935,0.495527854,True
fr,liftoff,6.861163971,6.91647917,0.055315199,True
fr,landing,7.401235354,7.897400354,0.496165,True
fr,liftoff,11.18115382,11.250415763,0.069261943,True
