leg,start_time_s,end_time_s,duration_s,exceeds_off_debounce,bounded_by_recontact
fl,0.008790514,0.23959177,0.230801256,True,True
fl,0.530089652,1.248164105,0.718074453,True,True
fl,1.602092213,2.5099322,0.907839987,True,True
fl,4.790642721,5.738338129,0.947695408,True,True
fl,5.91459666,6.787344086,0.872747426,True,True
fl,9.070492837,10.060222541,0.989729704,True,True
fl,10.224938381,11.091491577,0.866553196,True,True
fl,13.396421188,14.371244415,0.974823227,True,True
fl,14.558653527,15.408827012,0.850173485,True,True
fl,17.717857328,18.704723432,0.986866104,True,True
fl,18.860299391,19.740186623,0.879887232,True,True
fl,22.029699128,23.023197226,0.993498098,True,True
fl,23.189767424,24.055133109,0.865365685,True,True
fl,26.370753928,27.342412288,0.97165836,True,True
fl,27.521323641,28.383116304,0.861792663,True,True
fl,30.713535698,31.656826127,0.943290429,True,True
fl,31.831453345,32.692166723,0.860713378,True,True
fl,35.002993937,35.983980655,0.980986718,True,True
fl,36.159297054,37.004201512,0.844904458,True,True
fl,39.325293568,40.292469102,0.967175534,True,True
fl,40.470167433,41.344616295,0.874448862,True,True
fl,43.661516576,44.617937848,0.956421272,True,True
fl,44.798663089,45.646008795,0.847345706,True,True
fl,48.010258945,48.940220066,0.929961121,True,True
fl,49.108512573,49.980924796,0.872412223,True,True
fl,52.283665244,53.2643149,0.980649656,True,True
fl,53.431281137,54.297319242,0.866038105,True,True
fl,56.601592442,57.577549337,0.975956895,True,True
fl,57.756764624,58.614707678,0.857943054,True,True
fl,60.905671162,61.902012828,0.996341666,True,True
fl,62.072809593,62.939723777,0.866914184,True,True
fl,65.249138475,66.214544308,0.965405833,True,True
fl,66.390074871,67.247123807,0.857048936,True,True
fl,69.565902705,70.532473445,0.96657074,True,True
fl,70.721482903,71.574596033,0.85311313,True,True
fl,73.881761354,74.85520738,0.973446026,True,True
fl,75.034643713,75.891779286,0.857135573,True,True
fl,78.204728407,,,,False
fr,1.488801251,1.499510233,0.010708982,False,True
fr,2.657742835,3.577044935,0.9193021,True,True
fr,3.753192308,4.623489007,0.870296699,True,True
fr,6.91647917,7.897400354,0.980921184,True,True
fr,8.073243709,8.928541367,0.855297658,True,True
fr,11.250415763,12.215384092,0.964968329,True,True
fr,12.395693439,13.250194556,0.854501117,True,True
fr,15.554990765,16.535245173,0.980254408,True,True
fr,16.710577346,17.572328758,0.861751412,True,True
fr,19.912124343,20.859344625,0.947220282,True,True
fr,21.027744193,21.895579216,0.867835023,True,True
fr,24.220596423,25.177215211,0.956618788,True,True
