leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,16,0.13644678875000002,0.126484384,0.144513108,64.0097219902888
fl,landing,15,0.4443406001333333,0.221179366,0.469277814,64.0097219902888
fr,liftoff,15,0.13471656946666666,0.127257931,0.142857836,63.871999284270416
fr,landing,15,0.4577776372666666,0.44878064,0.470477353,63.871999284270416
rl,liftoff,15,0.13818335266666668,0.119688587,0.16623725,89.8608740244812
rl,landing,15,-0.3051017544,-0.325563882,-0.20714429,89.8608740244812
rr,liftoff,15,0.1341141306,0.123987745,0.147454787,89.8678697626025
rr,landing,15,-0.3091696433333333,-0.318366633,-0.285123876,89.8678697626025
