metrica,nominal_media,ppo_media,diferencia_media,diferencia_relativa_pct
Avance (m/ciclo),0.021934907350940714,0.01628037371837111,-0.005654533632569604,-25.778698501441813
Velocidad (m/s),0.003808150915387134,0.0028264095662504972,-0.0009817413491366367,-25.78000113309148
Roll máximo (°),1.2797260726597177,1.9980835044029572,0.7183574317432395,56.13368728592377
Pitch máximo (°),2.506391091399955,3.100022163863904,0.5936310724639489,23.684694479678104
Salto articular (rad),0.00835356937333949,0.007441547169995122,-0.0009120222033443676,-10.917754585903083
