leg,start_time_s,end_time_s,duration_s,exceeds_off_debounce,bounded_by_recontact
fl,0.000456543,0.221168932,0.220712389,True,True
fl,0.519903127,1.225956321,0.706053194,True,True
fl,1.592463213,2.530376434,0.937913221,True,True
fl,4.832391943,5.740982362,0.908590419,True,True
fl,5.897739596,6.883751365,0.986011769,True,True
fl,9.149374908,10.057580264,0.908205356,True,True
fl,10.227067773,11.208116827,0.981049054,True,True
fl,13.467676525,14.385409072,0.917732547,True,True
fl,14.538410207,15.531301001,0.992890794,True,True
fl,17.788118799,18.696547368,0.908428569,True,True
fl,18.850629438,19.837928387,0.987298949,True,True
fl,22.109132091,23.014247837,0.905115746,True,True
fl,23.177921193,24.159736492,0.981815299,True,True
fl,26.423535986,27.338296024,0.914760038,True,True
fl,27.49489274,28.483331094,0.988438354,True,True
fl,30.749840724,31.663599603,0.913758879,True,True
fl,31.817191203,32.79726158,0.980070377,True,True
fl,35.063208925,35.977395559,0.914186634,True,True
fl,36.140979483,37.123032807,0.982053324,True,True
fl,39.382978815,40.295362464,0.912383649,True,True
fl,40.452213799,41.446316955,0.994103156,True,True
fl,43.707278013,44.622466213,0.9151882,True,True
fl,44.778654764,45.761015189,0.982360425,True,True
fl,48.031681748,48.94182057,0.910138822,True,True
fl,49.104976842,50.087399981,0.982423139,True,True
fl,52.344084445,53.256880751,0.912796306,True,True
fl,53.406691203,54.403110917,0.996419714,True,True
fl,56.666217741,57.576806225,0.910588484,True,True
fl,57.731720122,58.718626783,0.986906661,True,True
fl,60.977689756,61.901129218,0.923439462,True,True
fl,62.054816614,63.039050043,0.984233429,True,True
fl,65.302963722,66.222987418,0.920023696,True,True
fl,66.375455626,67.364977866,0.98952224,True,True
fl,69.620211823,70.544230603,0.92401878,True,True
fl,70.70044078,71.682865578,0.982424798,True,True
fl,73.941008868,74.866097828,0.92508896,True,True
fl,75.017407052,76.005216122,0.98780907,True,True
fl,78.266823556,79.185462188,0.918638632,True,True
fl,79.342348593,80.319081814,0.976733221,True,True
fl,82.589417349,83.502642966,0.913225617,True,True
fl,83.660627007,84.650209233,0.989582226,True,True
fl,86.907547799,87.813091758,0.905543959,True,True
fl,87.971694439,88.959249485,0.987555046,True,True
fl,91.216606546,92.136360405,0.919753859,True,True
fl,92.303347167,93.278227909,0.974880742,True,True
fl,95.538086382,96.462482911,0.924396529,True,True
fl,96.617252007,97.6026797,0.985427693,True,True
fl,99.864898558,100.779873378,0.91497482,True,True
fl,100.936491161,101.915251505,0.978760344,True,True
fl,104.182281755,105.101756735,0.91947498,True,True
fl,105.259611578,106.244070689,0.984459111,True,True
fl,108.505412517,109.415570186,0.910157669,True,True
fl,109.581003135,110.564569382,0.983566247,True,True
fl,112.827049505,113.745460693,0.918411188,True,True
fl,113.892876836,114.884264927,0.991388091,True,True
fl,117.134225963,118.060867449,0.926641486,True,True
fl,118.214207809,119.204798016,0.990590207,True,True
fl,121.46866369,122.383996768,0.915333078,True,True
fl,122.540066701,123.52912728,0.989060579,True,True
fl,125.782643615,126.699505471,0.916861856,True,True
fl,126.852341986,127.848517442,0.996175456,True,True
fl,130.105216919,131.025307019,0.9200901,True,True
fl,131.182807136,132.168739559,0.985932423,True,True
fl,134.426024875,135.354764023,0.928739148,True,True
fl,135.4988113,136.484306271,0.985494971,True,True
fl,138.739508146,139.657901818,0.918393672,True,True
fl,139.819897469,140.798942815,0.979045346,True,True
fl,143.067567555,143.974211665,0.90664411,True,True
fl,144.141845542,145.123335077,0.981489535,True,True
fl,147.384272134,148.298767764,0.91449563,True,True
fl,148.463186588,149.443110708,0.97992412,True,True
fl,151.707112644,152.61705678,0.909944136,True,True
fl,152.783205025,153.76101984,0.977814815,True,True
fl,156.027949395,156.94058541,0.912636015,True,True
fl,157.101362333,158.285026046,1.183663713,True,True
fr,1.32728246,1.501318697,0.174036237,True,True
fr,2.651850022,3.585754077,0.933904055,True,True
fr,3.739520042,4.730251814,0.990731772,True,True
fr,6.982953685,7.896746175,0.91379249,True,True
fr,8.065888841,9.04851372,0.982624879,True,True
fr,11.304760446,12.242253632,0.937493186,True,True
fr,12.395765915,13.371085586,0.975319671,True,True
fr,15.628239697,16.549027892,0.920788195,True,True
fr,16.704315363,17.688674452,0.984359089,True,True
fr,19.940451919,20.857297971,0.916846052,True,True
fr,21.02181315,22.00640292,0.98458977,True,True
fr,24.258837147,25.173829257,0.91499211,True,True
fr,25.335517717,26.323683578,0.988165861,True,True
fr,28.583126353,29.505336515,0.922210162,True,True
fr,29.669268378,30.64786541,0.978597032,True,True
fr,32.899630919,33.822216195,0.922585276,True,True
fr,33.975369035,34.963556857,0.988187822,True,True
fr,37.221516113,38.143551795,0.922035682,True,True
fr,38.3010372,39.28785722,0.98682002,True,True
fr,41.545979061,42.468466634,0.922487573,True,True
fr,42.614559935,43.609006589,0.994446654,True,True
fr,45.858572151,46.784495409,0.925923258,True,True
fr,46.94135035,47.926112527,0.984762177,True,True
fr,50.188924339,51.09858279,0.909658451,True,True
fr,51.265021412,52.24517777,0.980156358,True,True
fr,54.500064397,55.420824076,0.920759679,True,True
fr,55.566897858,56.555587275,0.988689417,True,True
fr,58.818935981,59.736039349,0.917103368,True,True
fr,59.89038489,60.888809551,0.998424661,True,True
fr,63.13921618,64.061815201,0.922599021,True,True
fr,64.215696192,65.203645469,0.987949277,True,True
fr,67.462905598,68.386086214,0.923180616,True,True
fr,68.536765568,69.533777616,0.997012048,True,True
fr,71.780516565,72.700012727,0.919496162,True,True
fr,72.858142705,73.841459228,0.983316523,True,True
fr,76.103126159,77.02154595,0.918419791,True,True
fr,77.178441563,78.165006947,0.986565384,True,True
fr,80.417415612,81.334635809,0.917220197,True,True
fr,81.497552282,82.489271713,0.991719431,True,True
fr,84.747038865,85.66697711,0.919938245,True,True
fr,85.822720822,86.809940505,0.987219683,True,True
fr,89.061367362,89.970755963,0.909388601,True,True
fr,90.136024585,91.117561152,0.981536567,True,True
fr,93.386409097,94.303252829,0.916843732,True,True
fr,94.449117189,95.43692195,0.987804761,True,True
fr,97.700908989,98.612984355,0.912075366,True,True
fr,98.779520493,99.768403269,0.988882776,True,True
fr,102.023083781,102.932145271,0.90906149,True,True
fr,103.100295623,104.087187197,0.986891574,True,True
fr,106.334014311,107.25770802,0.923693709,True,True
fr,107.423661574,108.406902178,0.983240604,True,True
