leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,22,0.45647672795454547,0.42647351,0.475174826,62.999730841345844
fl,landing,23,1.6386443478695654,0.099960749,1.717700823,62.999730841345844
fr,liftoff,23,0.4575324862608695,0.421905476,0.473995517,63.06031980699939
fr,landing,22,1.6414499935,0.19588427,1.722554675,63.06031980699939
rl,liftoff,0,,,,75.32236172874471
rl,landing,0,,,,75.32236172874471
rr,liftoff,0,,,,74.89858746241008
rr,landing,0,,,,74.89858746241008
