leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,29,0.25880012900000005,0.248808286,0.271911719,60.713782689050355
fl,landing,29,0.5369795136206897,0.357530421,0.558314789,60.713782689050355
fr,liftoff,29,0.2578148270344828,0.245586896,0.26995953,60.85983718250398
fr,landing,29,0.5447030797241379,0.536646722,0.555359807,60.85983718250398
rl,liftoff,0,,,,87.51909070260032
rl,landing,0,,,,87.51909070260032
rr,liftoff,0,,,,87.53395315779512
rr,landing,0,,,,87.53395315779512
