leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,19,0.26149028573684213,0.252697577,0.275928434,60.19036614715678
fl,landing,18,0.5357598122222221,0.361180623,0.55961702,60.19036614715678
fr,liftoff,18,0.26021264922222215,0.249225287,0.27033415,61.17921720502961
fr,landing,18,0.5471511157777776,0.539021453,0.555486037,61.17921720502961
rl,liftoff,0,,,,87.72399296559637
rl,landing,0,,,,87.72399296559637
rr,liftoff,0,,,,87.72106746380004
rr,landing,0,,,,87.72106746380004
