leg,start_time_s,end_time_s,duration_s,exceeds_off_debounce,bounded_by_recontact
fl,0.001220334,0.043798366,0.042578032,False,True
fl,0.438788959,1.05770765,0.618918691,True,True
fl,1.310352973,2.061082353,0.75072938,True,True
fl,3.905448081,4.655888124,0.750440043,True,True
fl,4.755906513,5.534550498,0.778643985,True,True
fl,7.356477073,8.117232917,0.760755844,True,True
fl,8.216227828,8.993903069,0.777675241,True,True
fl,10.808918873,12.454522965,1.645604092,True,True
fl,14.271360556,15.890448792,1.619088236,True,True
fl,17.726524214,19.359436735,1.632912521,True,True
fl,21.185085825,22.808818359,1.623732534,True,True
fl,24.62395291,25.393532575,0.769579665,True,True
fl,25.491156532,26.268183501,0.777026969,True,True
fl,28.082456295,29.728245433,1.645789138,True,True
fl,31.546259061,33.173298498,1.627039437,True,True
fl,35.012751868,36.636667148,1.62391528,True,True
fl,38.466314466,40.093514831,1.627200365,True,True
fl,41.91041026,42.678865133,0.768454873,True,True
fl,42.776672436,43.550560039,0.773887603,True,True
fl,45.374538312,47.011742526,1.637204214,True,True
fl,48.829062283,50.465497183,1.6364349,True,True
fl,52.286779897,53.909603801,1.622823904,True,True
fl,55.748766776,56.492587942,0.743821166,True,True
fl,56.590767312,57.374393717,0.783626405,True,True
fl,59.188276724,59.958376847,0.770100123,True,True
fl,60.057382274,60.831476023,0.774093749,True,True
fl,62.651615591,64.300580877,1.648965286,True,True
fl,66.103369211,67.724163064,1.620793853,True,True
fl,69.56652252,71.199532225,1.633009705,True,True
fl,73.021786769,74.65860275,1.636815981,True,True
fl,76.476635321,77.239423064,0.762787743,True,True
fl,77.338667792,78.119341092,0.7806733,True,True
fl,79.928521333,81.56561456,1.637093227,True,True
fl,83.390366934,85.007857217,1.617490283,True,True
fl,86.849872625,88.478579214,1.628706589,True,True
fl,90.312805198,91.929319828,1.61651463,True,True
fr,1.160185306,1.206962731,0.046777425,False,True
fr,2.162868841,3.80515168,1.642282839,True,True
fr,5.631128634,7.254440025,1.623311391,True,True
fr,9.092732169,10.709742518,1.617010349,True,True
fr,12.554712888,13.302106904,0.747394016,True,True
fr,13.403667875,14.180766094,0.777098219,True,True
fr,15.985777393,16.743824255,0.758046862,True,True
fr,16.852907508,17.627425024,0.774517516,True,True
fr,19.445102651,21.096640785,1.651538134,True,True
fr,22.902079433,24.528870421,1.626790988,True,True
fr,26.365756083,27.995012889,1.629256806,True,True
fr,29.828096582,31.449357092,1.62126051,True,True
fr,33.275579289,34.026738417,0.751159128,True,True
fr,34.138960875,34.909548491,0.770587616,True,True
fr,36.734570675,38.368557792,1.633987117,True,True
fr,40.18787379,41.811586146,1.623712356,True,True
fr,43.652787153,45.274327767,1.621540614,True,True
fr,47.110793463,48.737465857,1.626672394,True,True
fr,50.550286024,51.314016849,0.763730825,True,True
fr,51.414507208,52.198670823,0.784163615,True,True
fr,54.010308414,55.647023938,1.636715524,True,True
fr,57.471367742,59.092497724,1.621129982,True,True
fr,60.930949982,62.5512587,1.620308718,True,True
fr,64.385658275,65.124983077,0.739324802,True,True
fr,65.224531421,66.004383865,0.779852444,True,True
fr,67.820704678,68.595182502,0.774477824,True,True
fr,68.695969379,69.478522051,0.782552672,True,True
fr,71.286969347,72.925566152,1.638596805,True,True
fr,74.749731466,76.377078817,1.627347351,True,True
fr,78.209935837,79.831525872,1.621590035,True,True
fr,81.665986342,83.290368301,1.624381959,True,True
fr,85.106276802,86.753757611,1.647480809,True,True
fr,88.564906326,90.212448313,1.647541987,True,True
fr,92.02439901,,,,False
rl,3.017165647,3.116827224,0.099661577,False,True
rl,6.46920117,6.589591557,0.120390387,True,True
rl,9.927947136,10.037523876,0.10957674,False,True
rl,13.397560527,13.499971055,0.102410528,False,True
rl,16.852907508,16.941507344,0.088599836,False,True
rl,20.285684518,20.396263788,0.11057927,False,True
rl,23.75877736,23.848158713,0.089381353,False,True
rl,27.196540412,27.317013218,0.120472806,True,True
rl,30.654202376,30.765554493,0.111352117,False,True
rl,34.138960875,34.228293649,0.089332774,False,True
rl,37.563991875,37.673499786,0.109507911,False,True
rl,41.046437817,41.145729929,0.099292112,False,True
rl,44.483972161,44.588590931,0.10461877,False,True
rl,47.951630422,48.064771577,0.113141155,False,True
rl,51.414507208,51.513596282,0.099089074,False,True
rl,54.844427937,54.953432676,0.109004739,False,True
rl,58.303488593,58.413860998,0.110372405,False,True
rl,61.782404456,61.882028078,0.099623622,False,True
rl,65.235167517,65.334961223,0.099793706,False,True
rl,68.695969379,68.785783707,0.089814328,False,True
rl,72.132313038,72.232651386,0.100338348,False,True
rl,75.594192613,75.695605786,0.101413173,False,True
rl,79.043071515,79.158230607,0.115159092,False,True
rl,82.510255598,82.620926386,0.110670788,False,True
rl,85.977332429,86.077527744,0.100195315,False,True
rl,89.39339664,89.50561107,0.11221443,False,True
rl,92.869985956,92.974083647,0.104097691,False,True
rr,1.310352973,1.377198951,0.066845978,False,True
rr,4.733515395,4.846957061,0.113441666,False,True
rr,8.216227828,8.314552841,0.098325013,False,True
rr,11.644567703,11.744731296,0.100163593,False,True
rr,15.117261603,15.228070617,0.110809014,False,True
rr,18.562266227,18.675723844,0.113457617,False,True
rr,22.032578372,22.13750544,0.104927068,False,True
rr,25.491156532,25.590761623,0.099605091,False,True
rr,28.931674352,29.033900012,0.10222566,False,True
rr,32.38440845,32.506367487,0.121959037,True,True
rr,35.853638941,35.953663294,0.100024353,False,True
rr,39.294671222,39.412502752,0.11783153,False,True
rr,42.776672436,42.865341382,0.088668946,False,True
rr,46.202931189,46.325011606,0.122080417,True,True
rr,49.681829757,49.790794174,0.108964417,False,True
rr,53.13231376,53.254922931,0.122609171,True,True
rr,56.580849287,56.700463203,0.119613916,False,True
rr,60.057382274,60.156363556,0.098981282,False,True
rr,63.492388892,63.603569514,0.111180622,False,True
rr,66.957835942,67.055012159,0.097176217,False,True
rr,70.406198408,70.519717555,0.113519147,False,True
rr,73.862970758,73.983114034,0.120143276,True,True
rr,77.338667792,77.426426064,0.087758272,False,True
rr,80.764954689,80.867032447,0.102077758,False,True
rr,84.21800273,84.345365005,0.127362275,True,True
rr,87.693409304,87.803336661,0.109927357,False,True
rr,91.136196681,91.247587013,0.111390332,False,True
