simulador,ciclos_comparados,avance_m_ciclo,roll_max_deg,pitch_max_deg,altura_media_m,seguimiento_rms_rad,seguimiento_max_rad,salto_max_rad,contact_match_percent,stability_margin_mean_m,stability_margin_min_m,stability_available_samples
Gazebo,11,0.022025357749859992,1.2817884148160605,2.4836064895142487,0.22412522395064247,0.008411611794473379,0.0434002474266344,0.00989962939553779,36.183474508550425,0.017957128449246046,0.0051389667912003605,3828
MuJoCo,11,0.001157209272027966,0.6249502335079233,1.738598510331153,0.22088672755191568,0.014768335702946592,0.047970166265286274,0.007967023702486808,0.0,0.074766316762372,0.07072059163821741,6307
