metrica,unidad,media_ensayo_1,media_ensayo_2,diferencia_absoluta,diferencia_relativa_pct,rmse_ciclo_a_ciclo
Duración observada,s,5.759992983181818,5.760010372181818,1.738899999992327e-05,0.0003018927288747771,0.00025109524534344717
Avance,m/ciclo,0.022031403082235366,0.022001429454727293,-2.9973627508072392e-05,-0.13604956250943953,0.00037449793618144503
Velocidad media,m/s,0.0038249004500994278,0.0038196858576821017,-5.214592417326046e-06,-0.13633276173738046,6.50178930422176e-05
Excursión lateral,m,0.005438224339477357,0.005416550471562143,-2.1673867915214355e-05,-0.3985467785482592,5.160764089886187e-05
Altura media,m,0.22412486992209388,0.22412506425059894,1.9432850506539978e-07,8.670546250978244e-05,9.047444839607872e-07
Roll máximo absoluto,grados,1.2817771875480164,1.2818161140820452,3.892653402881585e-05,0.0030369189284200483,0.00021926251773527595
Pitch máximo absoluto,grados,2.4837305932086533,2.4838310927507234,0.00010049954207014267,0.00404631413507334,0.000549396343080675
Salto articular máximo,rad,0.008348976220820396,0.00836244897767499,1.347275685459337e-05,0.1613701668115363,3.1633431235287185e-05
