leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,19,0.26120928647368424,0.251606922,0.272032671,60.28773478254622
fl,landing,19,0.5373792105789474,0.363742748,0.595631018,60.28773478254622
fr,liftoff,18,0.2584820371666666,0.244703078,0.269492002,61.391974497717435
fr,landing,18,0.5441293216666666,0.534181638,0.557380755,61.391974497717435
rl,liftoff,0,,,,87.7577903613718
rl,landing,0,,,,87.7577903613718
rr,liftoff,0,,,,87.47638834387507
rr,landing,0,,,,87.47638834387507
