ciclo,inicio_s,fin_s,duracion_observada_s,muestras,avance_m,velocidad_media_m_s,deriva_lateral_m,excursion_lateral_m,altura_min_m,altura_max_m,altura_media_m,roll_rms_deg,roll_max_abs_deg,pitch_rms_deg,pitch_max_abs_deg,salto_articular_max_rad,velocidad_articular_max_rad_s
1,0.0,5.759948113,5.759948113,568,-0.001996622894158431,-0.00034663904170458123,-0.0018317860961125408,0.002289520128354836,0.2198576615126092,0.22210418189133893,0.22088703698389053,0.40930345516692657,0.6249581773218496,0.9499665309912686,1.7381312580167863,0.007818292592233878,0.3907116733747938
2,5.759948113,11.520226683,5.76027857,576,0.0011568982838180489,0.00020084068326890812,1.094235401629274e-06,0.0036086421203665943,0.21985872334977669,0.22197001669392527,0.2208865952200792,0.40871415588105525,0.6249491165189014,0.94634324865028,1.7385974198880991,0.007966941245751924,0.3903634540348512
3,11.520226683,17.280306409,5.760079726,576,0.0011568999417509163,0.0002008479043317527,1.0933661756047826e-06,0.0036086426161426183,0.21985872335113857,0.2219700166977212,0.22088659516947917,0.40871416133993993,0.6249491175534354,0.9463432436091737,1.738597417342142,0.007824106747718051,0.39036345418869006
4,17.280306409,23.040058527,5.759752118,576,0.0011568999421496652,0.00020085932839612963,1.0936443163589177e-06,0.003608644259999845,0.21985872335250706,0.22197001670046437,0.22088659516936074,0.4087141613263387,0.6249491186168635,0.946343243633175,1.7385974148576742,0.007818220512133767,0.39036345434061237
5,23.040058527,28.799693713,5.759635186,576,0.0011568999425214967,0.00020086340630281314,1.093922620569324e-06,0.0036086459048194864,0.21985872335387666,0.2219700167031865,0.2208865951692425,0.4087141613127263,0.6249491196809182,0.9463432436565249,1.7385974123691181,0.007967023678810303,0.39036345449261906
6,28.799693713,34.560353984,5.760660271,576,0.0011568999429368092,0.00020082766358585865,1.0942010934781188e-06,0.0036086475506054505,0.2198587233552467,0.22197001670595615,0.22088659516912398,0.4087141612990794,0.6249491207455938,0.9463432436812561,1.7385974098843333,0.007741777893023549,0.39036345464472405
7,34.560353984,40.320378382,5.760024398,576,0.0011569242333321812,0.00020085405084983483,1.1240581261702434e-06,0.0036086784094461056,0.21985872334953688,0.22197001670870437,0.2208865962258629,0.40871237661564785,0.6249491133964227,0.9463395073727534,1.7385976327068888,0.007967023702486808,0.3903634556647185
8,40.320378382,46.080020591,5.759642209,574,0.0011599634549727686,0.00020139505422059258,3.472934925248571e-06,0.0036109190342858994,0.21985873200600078,0.2219699415273205,0.22088865707681465,0.40851550656848185,0.6249601164505585,0.9438600729936879,1.7386085150776727,0.007818265143467285,0.39094109057445403
9,46.080020591,51.84044962,5.760429029,576,0.0011569070560178206,0.00020083696026694344,1.1124901149106234e-06,0.0036087285538284747,0.2198587234181109,0.22197001683536116,0.22088659534988364,0.4087141454113881,0.624949169673425,0.9463433036894585,1.7385972972709278,0.007824133111145826,0.39036346161438157
10,51.84044962,57.600286797,5.759837177,575,0.0011568999611816042,0.00020085636548916708,1.1072598264159992e-06,0.0036087247285655423,0.21985872341950055,0.22197001683475484,0.22088585580586398,0.40892549111118,0.6249491706742838,0.9471657153247012,1.7385972932359337,0.00794836005424493,0.38814003548891546
11,57.600286797,63.360103199,5.759816402,576,0.0011568999615983516,0.00020085709002749417,1.107546080313538e-06,0.0036087264204008786,0.21985872342090917,0.22197001683757842,0.22088659516344603,0.40871416064572025,0.624949171768832,0.9463432448322873,1.7385972906787395,0.007809398381597776,0.390363461933303
