leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,0,,,,50.70599907118774
fl,landing,0,,,,50.70599907118774
fr,liftoff,0,,,,49.29400092881226
fr,landing,0,,,,49.29400092881226
rl,liftoff,0,,,,100.0
rl,landing,0,,,,100.0
rr,liftoff,0,,,,100.0
rr,landing,0,,,,100.0
