metrica,unidad,media_ensayo_1,media_ensayo_2,diferencia_absoluta,diferencia_relativa_pct,rmse_ciclo_a_ciclo
Duración observada,s,4.320012584166666,4.3199592999166665,-5.328424999984094e-05,-0.001233428119981264,0.00033111850258233966
Avance,m/ciclo,0.023338430670634864,0.0233837502963393,4.531962570443471e-05,0.1941845462705308,0.0004771891359390777
Velocidad media,m/s,0.005402400309450109,0.00541295784819176,1.0557538741651565e-05,0.195423110782514,0.00011073796925008264
Excursión lateral,m,0.015133009362975097,0.015135082216435317,2.072853460219695e-06,0.013697562794689103,8.72050928199257e-05
Altura media,m,0.22383632175537063,0.22383538146198548,-9.402933851543338e-07,-0.00042008078839946933,3.0527253989201844e-06
Roll máximo absoluto,grados,2.2331120255304513,2.233795254426091,0.0006832288956397647,0.030595370399184127,0.0023228458533465553
Pitch máximo absoluto,grados,4.365442256846839,4.367037643746856,0.0015953869000169263,0.03654582528298691,0.004413816102106136
Salto articular máximo,rad,0.01833599098305631,0.018342474044579515,6.4830615232047695e-06,0.035357028312216966,8.361545895532198e-05
