leg,start_time_s,end_time_s,duration_s,exceeds_off_debounce,bounded_by_recontact
fl,0.001179901,0.754276196,0.753096295,True,True
fl,0.874726516,1.330310603,0.455584087,True,True
fl,2.499241523,3.488978323,0.9897368,True,True
fl,4.661676083,5.651795506,0.990119423,True,True
fl,6.829210284,7.809276871,0.980066587,True,True
fl,8.98067805,9.971341275,0.990663225,True,True
fl,11.153359594,12.126759332,0.973399738,True,True
fl,13.301723383,14.299053919,0.997330536,True,True
fl,15.470889644,16.437145346,0.966255702,True,True
fl,17.614561464,18.606598388,0.992036924,True,True
fl,19.787543809,20.759884795,0.972340986,True,True
fl,21.938684671,22.931785274,0.993100603,True,True
fl,24.097203636,25.080164868,0.982961232,True,True
fl,26.271283433,27.242256101,0.970972668,True,True
fl,28.424881247,29.402687807,0.97780656,True,True
fl,30.579494621,31.574756355,0.995261734,True,True
fl,32.747615359,33.735639697,0.988024338,True,True
fl,34.908848414,35.891868881,0.983020467,True,True
fl,37.065986256,38.049998493,0.984012237,True,True
fl,39.227174823,40.213558488,0.986383665,True,True
fl,41.384205186,42.369986299,0.985781113,True,True
fl,43.541659084,44.527555256,0.985896172,True,True
fl,45.701920967,46.690076787,0.98815582,True,True
fl,47.863412162,48.853664363,0.990252201,True,True
fl,50.030457746,51.00523274,0.974774994,True,True
fl,52.186419792,53.17022742,0.983807628,True,True
fl,54.348265325,55.340085806,0.991820481,True,True
fl,56.502675792,57.497102023,0.994426231,True,True
fl,58.664594105,59.648013368,0.983419263,True,True
fl,60.827622676,61.815920448,0.988297772,True,True
fl,62.98593492,63.97364637,0.98771145,True,True
fl,65.138617889,66.13306653,0.994448641,True,True
fl,67.311848803,68.281682716,0.969833913,True,True
fl,69.460321313,70.453223986,0.992902673,True,True
fl,71.625457303,72.607201431,0.981744128,True,True
fr,1.431684122,2.411896941,0.980212819,True,True
fr,3.588790704,4.565901384,0.97711068,True,True
fr,5.74061599,6.730499566,0.989883576,True,True
fr,7.909041644,8.890732085,0.981690441,True,True
fr,10.059653764,11.056474651,0.996820887,True,True
fr,12.229624738,13.211612505,0.981987767,True,True
fr,14.388939443,15.372929965,0.983990522,True,True
fr,16.537195181,17.523855694,0.986660513,True,True
fr,18.697756802,19.688621695,0.990864893,True,True
fr,20.862183098,21.840564285,0.978381187,True,True
fr,23.027296006,24.006589845,0.979293839,True,True
fr,25.179430182,26.166556033,0.987125851,True,True
fr,27.341947629,28.32407566,0.982128031,True,True
fr,29.503055369,30.487620132,0.984564763,True,True
fr,31.670508476,32.655435725,0.984927249,True,True
fr,33.82356014,34.815007581,0.991447441,True,True
fr,35.988868434,36.968269812,0.979401378,True,True
fr,38.149092501,39.129606216,0.980513715,True,True
fr,40.307267277,41.293485967,0.98621869,True,True
fr,42.470183378,43.454265237,0.984081859,True,True
fr,44.6279723,45.613111533,0.985139233,True,True
fr,46.778834995,47.774221539,0.995386544,True,True
fr,48.94473125,49.930021452,0.985290202,True,True
fr,51.10459972,52.097138796,0.992539076,True,True
fr,53.268208371,54.251983193,0.983774822,True,True
fr,55.430221694,56.404446171,0.974224477,True,True
fr,57.584562062,58.565642533,0.981080471,True,True
fr,59.75774317,60.730510587,0.972767417,True,True
fr,61.912324063,62.893418916,0.981094853,True,True
fr,64.073611895,65.065017058,0.991405163,True,True
fr,66.23182907,67.213423517,0.981594447,True,True
fr,68.379420908,69.360473577,0.981052669,True,True
fr,70.541343343,71.526702514,0.985359171,True,True
fr,72.696735864,,,,False
rl,1.924122025,2.089292567,0.165170542,True,True
rl,4.091325056,4.261576828,0.170251772,True,True
rl,6.242669514,6.40755372,0.164884206,True,True
rl,8.397099982,8.566892864,0.169792882,True,True
rl,10.562050058,10.730574653,0.168524595,True,True
rl,12.720113113,12.898692726,0.178579613,True,True
rl,14.885223308,15.061017458,0.17579415,True,True
rl,17.038451588,17.214665891,0.176214303,True,True
rl,19.197016194,19.367929748,0.170913554,True,True
rl,21.352222244,21.528542502,0.176320258,True,True
rl,23.521431112,23.689659233,0.168228121,True,True
rl,25.677480777,25.854441495,0.176960718,True,True
rl,27.839534978,28.004788822,0.165253844,True,True
rl,30.001057295,30.17530509,0.174247795,True,True
rl,32.156930522,32.335122997,0.178192475,True,True
rl,34.321054906,34.487337123,0.166282217,True,True
rl,36.482378091,36.657158825,0.174780734,True,True
rl,38.643972585,38.812309035,0.16833645,True,True
rl,40.800160654,40.970598754,0.1704381,True,True
rl,42.977612006,43.144469495,0.166857489,True,True
rl,45.118041502,45.29073269,0.172691188,True,True
rl,47.282254807,47.448813968,0.166559161,True,True
rl,49.441657839,49.617618398,0.175960559,True,True
rl,51.5991607,51.782616407,0.183455707,True,True
rl,53.7650332,53.940559255,0.175526055,True,True
rl,55.915821067,56.094183006,0.178361939,True,True
rl,58.08186861,58.249063219,0.167194609,True,True
rl,60.24521911,60.420429938,0.175210828,True,True
rl,62.405310609,62.580066993,0.174756384,True,True
rl,64.568069066,64.735006376,0.16693731,True,True
rl,66.728470319,66.893452759,0.16498244,True,True
rl,68.875947437,69.040370416,0.164422979,True,True
rl,71.042200354,71.210623809,0.168423455,True,True
rl,73.201287731,73.376659164,0.175371433,True,True
rr,0.001179901,0.002447428,0.001267527,False,True
rr,0.886660538,1.005159866,0.118499328,False,True
rr,3.004948406,3.17828183,0.173333424,True,True
rr,5.163503888,5.331531062,0.168027174,True,True
rr,7.318409196,7.486471007,0.168061811,True,True
rr,9.486662007,9.654380764,0.167718757,True,True
rr,11.643488099,11.82189777,0.178409671,True,True
rr,13.807273274,13.977000488,0.169727214,True,True
rr,15.959938809,16.116369927,0.156431118,True,True
rr,18.122234047,18.28639311,0.164159063,True,True
rr,20.274579626,20.45322431,0.178644684,True,True
rr,22.438752817,22.607568022,0.168815205,True,True
rr,24.591651244,24.768385825,0.176734581,True,True
rr,26.757111474,26.932859159,0.175747685,True,True
rr,28.91316043,29.09180313,0.1786427,True,True
rr,31.082351313,31.251455913,0.1691046,True,True
rr,33.246394179,33.411150953,0.164756774,True,True
rr,35.396656972,35.563600646,0.166943674,True,True
rr,37.564099495,37.733073765,0.16897427,True,True
rr,39.719595267,39.88720031,0.167605043,True,True
rr,41.879610387,42.056134971,0.176524584,True,True
rr,44.041166347,44.217181985,0.176015638,True,True
rr,46.201845763,46.37712696,0.175281197,True,True
rr,48.360868045,48.525060741,0.164192696,True,True
rr,50.525539553,50.691697332,0.166157779,True,True
rr,52.685615914,52.849290988,0.163675074,True,True
rr,54.844303035,55.012854686,0.168551651,True,True
rr,56.998941477,57.180837252,0.181895775,True,True
rr,59.160849527,59.33322274,0.172373213,True,True
rr,61.322470894,61.490194802,0.167723908,True,True
rr,63.483236325,63.66030258,0.177066255,True,True
rr,65.649577693,65.819551192,0.169973499,True,True
rr,67.8064163,67.981213125,0.174796825,True,True
rr,69.95980813,70.128894072,0.169085942,True,True
rr,72.113926856,72.290850502,0.176923646,True,True
