leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,76,0.3802969885131578,0.368741637,0.392315495,59.67091652904008
fl,landing,76,1.3643172179868417,1.348228703,1.373319866,59.67091652904008
fr,liftoff,76,0.3810659238684211,0.36314196,0.397594439,59.7884915828145
fr,landing,76,1.3641936459473678,1.3392887,1.38341067,59.7884915828145
rl,liftoff,0,,,,75.1207209767108
rl,landing,0,,,,75.1207209767108
rr,liftoff,0,,,,74.97159424541441
rr,landing,0,,,,74.97159424541441
