leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,29,0.26457663865517234,0.091430482,0.283168566,50.312095234960275
fl,landing,29,1.1608157909999999,1.152649774,1.173216009,50.312095234960275
fr,liftoff,29,0.27006109531034483,0.257092151,0.289374747,50.867142947236715
fr,landing,28,1.1618131703214283,1.15233415,1.17172755,50.867142947236715
rl,liftoff,26,0.23078144646153845,0.212851965,0.260559165,89.46955939156216
rl,landing,26,-0.07263228407692307,-0.09082325,-0.054400545,89.46955939156216
rr,liftoff,28,0.2309946453214286,0.215271265,0.256581609,89.31423255429918
rr,landing,28,-0.07362633664285716,-0.090046323,-0.04513604,89.31423255429918
