leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,30,0.2614537393666666,0.250786507,0.273229143,60.813057885330466
fl,landing,29,0.5415902160689655,0.339639536,0.582735018,60.813057885330466
fr,liftoff,29,0.2588142606206897,0.248089369,0.269052145,60.77068355212695
fr,landing,29,0.5455679869655171,0.533420293,0.556039273,60.77068355212695
rl,liftoff,0,,,,87.56762617372328
rl,landing,0,,,,87.56762617372328
rr,liftoff,0,,,,87.57224178342778
rr,landing,0,,,,87.57224178342778
