metrica,nominal_media,ppo_reentrenada_media,diferencia_media,diferencia_relativa_pct
Avance (m/ciclo),0.021934907350940714,0.0009102846364987683,-0.021024622714441946,-95.85006390984493
Velocidad (m/s),0.003808150915387134,0.00015803705116286675,-0.003650113864224267,-95.85003182189273
Roll máximo (°),1.2797260726597177,3.216877638754503,1.9371515660947851,151.37236065439438
Pitch máximo (°),2.506391091399955,3.427770607386666,0.9213795159867111,36.76120295624219
Salto articular (rad),0.00835356937333949,0.008037039297480035,-0.00031653007585945477,-3.7891596000826193
