rear_liftoff_height_ratio,rear_height_at_25_percent_m,max_joint_jump_rad,max_foot_jump_m,reachable,periodic,passes_implemented_limit
0.7071067811865476,0.009899494936611658,0.18440055037963887,0.014337214795419655,True,True,True
0.75,0.010499999999999954,0.18440055037963887,0.014337214795419655,True,True,True
0.8,0.011199999999999988,0.1896044493187784,0.014337214795419655,True,True,True
0.85,0.011899999999999966,0.20119454248469248,0.014337214795419655,True,True,False
0.9,0.0126,0.21266140467056383,0.014337214795419655,True,True,False
0.95,0.013300000000000034,0.22400907564528538,0.014337214795419655,True,True,False
1.0,0.014000000000000012,0.23524137911374055,0.014337214795419655,True,True,False
