ciclo,inicio_s,fin_s,duracion_observada_s,muestras,avance_m,velocidad_media_m_s,deriva_lateral_m,excursion_lateral_m,altura_min_m,altura_max_m,altura_media_m,roll_rms_deg,roll_max_abs_deg,pitch_rms_deg,pitch_max_abs_deg,salto_articular_max_rad,velocidad_articular_max_rad_s
1,0.0,4.320075022,4.320075022,254,0.01848138488516945,0.004278024060011209,0.003966743324204712,0.009619544594106879,0.22346710889521312,0.22438912299250846,0.22410928676468828,0.7809478361726374,2.1451273852292454,1.561275008095123,4.249155980018037,0.019656223366325665,0.9893837313422541
2,4.320075022,8.639982477,4.319907455,253,0.021568656508587906,0.004992851521303691,0.0007707228392269045,0.008704132993556851,0.22344701678380016,0.22438863716656332,0.2242191634797861,0.7745023915452071,2.157638136991952,1.5610073863080456,4.268208152977311,0.01966497013676005,0.9897980519525383
3,8.639982477,12.96038077,4.320398293,253,0.021811727137715578,0.005048545448472979,0.0006071427035803934,0.00889141545347449,0.22345305079766423,0.22439077482505432,0.2242213758445382,0.7691885613604789,2.158433395790223,1.5506591783508712,4.25394539045638,0.019740633604924507,0.9929862981700417
4,12.96038077,17.280419463,4.320038693,254,0.021957496792909377,0.00508270836288766,0.0002686588617916688,0.008879755503576755,0.22341803876770489,0.2243918173655472,0.22422009289427655,0.7395412128464418,2.152369358234202,1.4944038668360327,4.250637687524357,0.01971846223448037,0.991352168408455
5,17.280419463,21.600213564,4.319794101,253,0.02154936099242971,0.004988515769175478,0.0007416789719471824,0.008643888968137791,0.2234466635590341,0.22439124607773936,0.22421798613068533,0.7729413130437462,2.152035865831489,1.5592865538857523,4.259445885085811,0.01967214365120673,0.9896689289035916
6,21.600213564,25.920119438,4.319905874,253,0.02209952154631767,0.005115741451527207,0.0004670252475487235,0.00881004773794317,0.22342877631331406,0.2243907904486934,0.22421944812370445,0.7669803067935163,2.148627528917217,1.547556462660401,4.254273780789992,0.019664910964818927,0.9893081180809549
7,25.920119438,30.240089665,4.319970227,253,0.02208902134747126,0.005113234625880967,0.0005878555669867956,0.00868236732308258,0.2234515266561086,0.2243875324929842,0.2242178163996051,0.7747700825703264,2.1521429975401873,1.5619322831656213,4.2669656765600985,0.019660116419321416,0.989568139027702
8,30.240089665,34.560231848,4.320142183,253,0.02183990525222937,0.005055367237256823,0.0005887018583214314,0.008708022887294624,0.22345553493463138,0.224391725219635,0.22421887843912433,0.7735775330442403,2.1597280544457904,1.5597486790577744,4.273552956305875,0.01967924107432706,0.9899143734031581
9,34.560231848,38.880129123,4.319897275,253,0.021949698740602097,0.00508106960497159,0.0005287569797140629,0.00872666858178494,0.22345763466089116,0.22438644825681847,0.2242187382350469,0.7767699617807485,2.1580928258413623,1.5640009696076207,4.269059497277058,0.019674908501813193,0.9896284150166508
10,38.880129123,43.200088515,4.319959392,253,0.022014573256470188,0.005096013934121302,0.0005393576818935233,0.008734517503799232,0.22345696304619084,0.22439101634026928,0.2242207163611838,0.7725260203333991,2.1556893378635285,1.5569709987045737,4.256049676988768,0.019677123256268247,0.9779982436045487
11,43.200088515,47.520224704,4.320136189,252,0.02126757957271877,0.004922895631593888,0.0009067051814522263,0.008711870023844014,0.22345256783127898,0.22438635051498612,0.22421934187506032,0.7760072415398438,2.1552103978375534,1.5633053127166952,4.2583424728492805,0.019673425575610026,0.9778230903302474
12,47.520224704,51.839924791,4.319700087,254,0.0222388999821089,0.005148250928122571,0.0001128254765379623,0.008986616637508783,0.22345636394316176,0.2243911094684732,0.22421949894182205,0.74166072158448,2.1538344185654643,1.4936401308541338,4.263082880021887,0.01983276229206199,0.9977461014239953
13,51.839924791,56.160161766,4.320236975,253,0.021547310900846883,0.004987529856703493,0.0008098137113608907,0.008665506483375484,0.22344938549518176,0.2243920391172989,0.22422127860002886,0.7708538432428023,2.1491235981781838,1.5512514967721887,4.251174762850566,0.01966087330940991,0.9896039909741206
14,56.160161766,60.480019628,4.319857862,253,0.022050762363503673,0.005104511089930781,0.0004931187750904049,0.008782571154903607,0.22344331701629447,0.22439241941185645,0.22421912369244795,0.7782408356600011,2.152112269604012,1.5711361800319126,4.2606215641277965,0.019661687435230002,0.9772670731023404
15,60.480019628,64.800048427,4.320028799,253,0.021390854702085627,0.004951553727381906,0.0007622167790354451,0.008785017771986849,0.22345715318381976,0.2243916650643826,0.22422021082306326,0.772119932467431,2.1562575172015412,1.5569544276149319,4.2687582876354595,0.01966650115817581,0.9898705740282371
16,64.800048427,69.120226573,4.320178146,254,0.021942547599901552,0.005079083977177629,0.0005268645744260095,0.008931805373172749,0.22345917437829343,0.22439203238888214,0.22421956142165342,0.7723680006560001,2.1597499905400626,1.5575050984348484,4.272223019597383,0.01966765872641507,0.9899254062077179
17,69.120226573,73.440493261,4.320266688,254,0.022391996856944152,0.005183012641127064,0.00036719484676258577,0.008885802540233542,0.22344681337682226,0.22439108207933287,0.2242179291186038,0.7721720729294795,2.1551953408026874,1.5576649020953437,4.2702101108436805,0.019674896026114053,0.9897953370223929
18,73.440493261,77.760258705,4.319765444,253,0.021304968062522855,0.004931973353348316,0.000803080695031491,0.008681040477407719,0.22344687667487814,0.22439150579399672,0.22422049292469423,0.7708301616908911,2.146805054103745,1.554473312272351,4.255776267443018,0.019661155296891608,0.9896173490336042
