leg,transition,paired_transitions,mean_delay_s,min_delay_s,max_delay_s,agreement_percent
fl,liftoff,13,0.1368263983076923,0.131045249,0.145714416,62.95363790197216
fl,landing,13,0.4972273739230769,0.308566004,0.520892985,62.95363790197216
fr,liftoff,13,0.1371788423846154,0.127729017,0.146819854,62.47358922369319
fr,landing,13,0.512262525,0.501583946,0.518835958,62.47358922369319
rl,liftoff,13,0.13937819761538464,0.131187662,0.14826444,89.3332838660802
rl,landing,13,-0.32355002469230776,-0.328553813,-0.313639169,89.3332838660802
rr,liftoff,13,0.1415743803076923,0.136046785,0.153051703,89.2616385776354
rr,landing,13,-0.32446319876923074,-0.336098492,-0.311457691,89.2616385776354
