marcha,muestra,tiempo_s,pata,articulacion,velocidad_rad_s
paso,26,4.680000,3,tibia,-0.053126387
paso,27,4.860000,0,coxa,0.007691653
paso,27,4.860000,0,femur,0.007244583
paso,27,4.860000,0,tibia,0.017305760
paso,27,4.860000,1,coxa,-0.007861244
paso,27,4.860000,1,femur,0.029903187
paso,27,4.860000,1,tibia,-0.022913841
paso,27,4.860000,2,coxa,0.007956777
paso,27,4.860000,2,femur,-0.076780946
paso,27,4.860000,2,tibia,0.029728508
paso,27,4.860000,3,coxa,-0.007861244
paso,27,4.860000,3,femur,0.028931646
paso,27,4.860000,3,tibia,-0.020930623
paso,28,5.040000,0,coxa,-0.007691653
paso,28,5.040000,0,femur,0.029051673
paso,28,5.040000,0,tibia,-0.021521513
paso,28,5.040000,1,coxa,0.007861244
paso,28,5.040000,1,femur,0.010921251
paso,28,5.040000,1,tibia,0.011501808
paso,28,5.040000,2,coxa,-0.012092527
paso,28,5.040000,2,femur,-0.130855576
paso,28,5.040000,2,tibia,0.127524187
paso,28,5.040000,3,coxa,0.007861244
paso,28,5.040000,3,femur,0.009858496
paso,28,5.040000,3,tibia,0.013286688
paso,29,5.220000,0,coxa,-0.021941715
paso,29,5.220000,0,femur,0.048888210
paso,29,5.220000,0,tibia,-0.056700357
paso,29,5.220000,1,coxa,0.022351201
paso,29,5.220000,1,femur,-0.006931884
paso,29,5.220000,1,tibia,0.043745519
paso,29,5.220000,2,coxa,-0.030440728
paso,29,5.220000,2,femur,-0.190201811
paso,29,5.220000,2,tibia,0.236360541
paso,29,5.220000,3,coxa,0.022351201
paso,29,5.220000,3,femur,-0.008091389
paso,29,5.220000,3,tibia,0.045368626
paso,30,5.400000,0,coxa,-0.032941862
paso,30,5.400000,0,femur,0.063247770
paso,30,5.400000,0,tibia,-0.082005370
paso,30,5.400000,1,coxa,0.033351430
paso,30,5.400000,1,femur,-0.021372840
paso,30,5.400000,1,tibia,0.069713410
paso,30,5.400000,2,coxa,-0.044403647
paso,30,5.400000,2,femur,-0.263649055
paso,30,5.400000,2,tibia,0.372327354
paso,30,5.400000,3,coxa,0.033351430
paso,30,5.400000,3,femur,-0.022613715
paso,30,5.400000,3,tibia,0.071223282
paso,31,5.580000,0,coxa,-0.039016074
paso,31,5.580000,0,femur,0.069979331
paso,31,5.580000,0,tibia,-0.093673479
paso,31,5.580000,1,coxa,0.039185747
paso,31,5.580000,1,femur,-0.030263818
paso,31,5.580000,1,tibia,0.085586615
paso,31,5.580000,2,coxa,-0.039016074
paso,31,5.580000,2,femur,0.051551757
paso,31,5.580000,2,tibia,-0.093936269
paso,31,5.580000,3,coxa,0.039185747
paso,31,5.580000,3,femur,-0.031555899
paso,31,5.580000,3,tibia,0.087044216
