x_m,y_m,z_m,sigma_min_m_rad,condition_number
1.211626231992432995e-01,8.700093615749497633e-02,-2.579932471906404290e-02,9.587316723397651050e-03,1.926810529370199276e+01
1.261977043568922596e-01,8.609632032000966162e-02,-3.140484498393594781e-02,1.461846577469072365e-02,1.294082757700824260e+01
1.308981565194197727e-01,8.514709957063071322e-02,-3.728676294954626214e-02,2.004841851379413759e-02,9.657698355851900729e+00
1.352484430982250907e-01,8.415641140587222513e-02,-4.342563688210946543e-02,2.582315066690843430e-02,7.669699384149160970e+00
1.392341849207236470e-01,8.312753038612012702e-02,-4.980117572122026021e-02,3.187828470998382152e-02,6.351190363676400885e+00
1.428422077583893501e-01,8.206385731209964174e-02,-5.639230614868989688e-02,3.812754504126382449e-02,5.424875399473576110e+00
1.460605858720480099e-01,8.096890798407534173e-02,-6.317724224301030089e-02,4.443132623585639013e-02,4.752514216302119898e+00
1.488786814304901007e-01,7.984630158093897201e-02,-7.013355748921332178e-02,5.050637179100838509e-02,4.265280241515331028e+00
1.512871796721106665e-01,7.869974869759567560e-02,-7.723825890610891420e-02,5.569025301095435754e-02,3.943533524992281603e+00
1.532781196933558077e-01,7.753303908018935320e-02,-8.446786304588627114e-02,5.883222022845339266e-02,3.802811339833066739e+00
1.548449207622087931e-01,7.635002909970634022e-02,-9.179847361487361579e-02,5.963002083257609720e-02,3.819356199693215270e+00
1.559824040697413983e-01,7.515462900536136470e-02,-9.920586045889322191e-02,5.906947009284433531e-02,3.921962556706318548e+00
1.566868098478338134e-01,7.395078999989768143e-02,-1.066655396521390409e-01,5.788500396093320538e-02,4.068041671053039821e+00
1.569558097964834642e-01,7.274249117952194532e-02,-1.141528544248553295e-01,5.637982442442528858e-02,4.242131501778440672e+00
1.567885147796260759e-01,7.153372638164169628e-02,-1.216430566623232928e-01,5.467790676324307125e-02,4.439378598667420128e+00
1.561854777640321323e-01,7.032849098387813913e-02,-1.291113887057739329e-01,5.283646332376656929e-02,4.659025975678240172e+00
1.551486919915639751e-01,6.913076869798806534e-02,-1.365331651848468442e-01,5.088550422803209128e-02,4.902269693702837827e+00
1.536815843908354573e-01,6.794451840234541629e-02,-1.438838546111117778e-01,4.884272737423104443e-02,5.171547980104856279e+00
1.517890042500507075e-01,6.677366105650550665e-02,-1.511391604629576946e-01,4.671973760082510918e-02,5.470351858708328407e+00
1.494772071884617748e-01,6.562206674110385163e-02,-1.582751014938375278e-01,4.452489958808664855e-02,5.803274713445229160e+00
1.467538344794254990e-01,6.449354186592720639e-02,-1.652680909984209079e-01,4.226475210346283123e-02,6.176216959431362952e+00
1.436278877934032416e-01,6.339181658843806577e-02,-1.720950147746555803e-01,3.994475485483624244e-02,6.596738433435382021e+00
1.401096994443873089e-01,6.232053248433927495e-02,-1.787333075240441216e-01,3.756970392212837656e-02,7.074594735876664764e+00
1.362108982380986488e-01,6.128323051093123586e-02,-1.851610274376087606e-01,3.514397306557563716e-02,7.622536481584584855e+00
1.319443710348399967e-01,6.028333930304699551e-02,-1.913569287210122039e-01,3.267165916577748075e-02,8.257511851269926595e+00
1.273242201540519536e-01,5.932416384025133993e-02,-1.973005318191130564e-01,3.015667277107239586e-02,9.002517649888078566e+00
1.223657167613642072e-01,5.840887452276241620e-02,-2.029721911078420093e-01,2.760279615824992247e-02,9.889538037941834503e+00
1.170852503922137494e-01,5.754049669220372143e-02,-2.083531598296517462e-01,2.501372162015731357e-02,1.096439110754113067e+01
1.115002747788716303e-01,5.672190063182393910e-02,-2.134256520579095040e-01,2.239307742752671970e-02,1.229509878317963079e+01
1.056292501599382788e-01,5.595579207923737780e-02,-2.181729014854161541e-01,1.974444595033902211e-02,1.398717619289134184e+01
9.949158226299378849e-02,5.524470328304342120e-02,-2.225792168427384587e-01,1.707137670754067110e-02,1.621357679647055150e+01
9.310755816208673985e-02,5.459098463288611369e-02,-2.266300337631762252e-01,1.437739609321375504e-02,1.927879450157416841e+01
8.649827922207391218e-02,5.399679689061918919e-02,-2.303119629229337384e-01,1.166601490669676687e-02,2.377323951426706117e+01
7.968559135145267258e-02,5.346410404825534951e-02,-2.336128342973763372e-01,8.940734429608316464e-03,3.101167948178986578e+01
7.269201279422410344e-02,5.299466683630651292e-02,-2.365217373870891482e-01,6.205051550671697100e-03,4.463526522661456397e+01
6.554065969945936654e-02,5.259003690397231340e-02,-2.390290572807781677e-01,3.462463284986259677e-03,7.983706925156681677e+01
5.825516971458698234e-02,5.225155169041325459e-02,-2.411265064358130428e-01,7.164709352896970118e-04,3.847756079341116333e+02
5.085962385495110955e-02,5.198033000406069443e-02,-2.428071520713662723e-01,2.029415921067017920e-03,1.353687880759998734e+02
4.337846690788833837e-02,5.177726832457544420e-02,-2.440654390836052845e-01,4.771675476529760491e-03,5.733228401759951254e+01
1.098880030392271473e-01,8.761252312578098056e-02,-2.200957994299564124e-02,6.151573959809928174e-03,2.874915195809433754e+01
1.152276055699369139e-01,8.675337283996538418e-02,-2.733336948784536452e-02,1.074396222260213217e-02,1.686153836923600480e+01
1.202484758969622619e-01,8.584675438124160507e-02,-3.295129914626294954e-02,1.578868861744055219e-02,1.174900780156736069e+01
1.249340183409957672e-01,8.489566443110412031e-02,-3.884479975535231472e-02,2.123495938407550174e-02,8.941066087280228558e+00
1.292687455951131992e-01,8.390324666440944490e-02,-4.499439129676305327e-02,2.702569906127849989e-02,7.186902418505355605e+00
1.332383299155751322e-01,8.287278135846454230e-02,-5.137974728475754038e-02,3.309312026536034845e-02,6.000994467328854221e+00
1.368296504798796609e-01,8.180767455059780036e-02,-5.797976195214046835e-02,3.934633930652668699e-02,5.157579461741462090e+00
1.400308367555308520e-01,8.071144678005046091e-02,-6.477262001197756081e-02,4.563827798295740090e-02,4.540907703003504103e+00
1.428313077361744177e-01,7.958772145140038945e-02,-7.173586876451781835e-02,5.167362045190262987e-02,4.093026763673266011e+00
1.452218069154126989e-01,7.844021285798102872e-02,-7.884649231098124489e-02,5.678715088247282550e-02,3.798519508429561320e+00
1.471944328826974846e-01,7.727271390488223146e-02,-8.608098762891029654e-02,5.990472693765884482e-02,3.669906438108129443e+00
1.487426654401717840e-01,7.608908357211249807e-02,-9.341544225763041831e-02,6.079636345854638746e-02,3.682846150038698863e+00
1.498613871541351894e-01,7.489323415936127715e-02,-1.008256133370428048e-01,6.037391238494668050e-02,3.774369960075179886e+00
1.505469002698977543e-01,7.368911835452154890e-02,-1.082870077384990581e-01,5.932495220666409580e-02,3.906354634960114147e+00
1.507969389341135558e-01,7.248071616871576417e-02,-1.157749630228986221e-01,5.794458165293194657e-02,4.064341996901808862e+00
1.506106766841943112e-01,7.127202178100927599e-02,-1.232647289584143796e-01,5.635708281262229863e-02,4.243499172194135305e+00
1.499887291800486577e-01,7.006703033629380073e-02,-1.307315493284031682e-01,5.462095093241940702e-02,4.442790649782661916e+00
1.489331521691172888e-01,6.886972473997857169e-02,-1.381507437590981657e-01,5.276730141596602808e-02,4.662979107289720204e+00
1.474474346914304013e-01,6.768406249313711764e-02,-1.454977892966146658e-01,5.081467438791521796e-02,4.905930451531755665e+00
1.455364875471471808e-01,6.651396261162403900e-02,-1.527484014636298904e-01,4.877531439795566165e-02,5.174399380555117389e+00
1.432066270646956130e-01,6.536329267239839036e-02,-1.598786145278168480e-01,4.665808253335135269e-02,5.472029469362133192e+00
1.404655542231647847e-01,6.423585602987008647e-02,-1.668648607167181330e-01,4.446991218779385718e-02,5.803482189540080327e+00
1.373223291979573102e-01,6.313537924452369832e-02,-1.736840481172265416e-01,4.221658341984031726e-02,6.174677157174014219e+00
1.337873414138364137e-01,6.206549976537206748e-02,-1.803136370021904689e-01,3.990315667922408882e-02,6.593160667963751109e+00
1.298722752043538486e-01,6.102975390695374730e-02,-1.867317143318560635e-01,3.753422657987763589e-02,7.068648482112475762e+00
1.255900711911643874e-01,6.003156516061399633e-02,-1.929170661838960354e-01,3.511407609603692942e-02,7.613825752421116810e+00
1.209548835108823078e-01,5.907423287870477990e-02,-1.988492478726178181e-01,3.264677345579698742e-02,8.245545782997430351e+00
1.159820330308595215e-01,5.816092136910629151e-02,-2.045086515255835624e-01,3.013623493694928338e-02,8.986672538737149551e+00
1.106879567085226057e-01,5.729464943611612543e-02,-2.098765708942789965e-01,2.758626677799489585e-02,9.869004288084893162e+00
1.050901532616539263e-01,5.647828040227730051e-02,-2.149352631846089823e-01,2.500059397053374516e-02,1.093809455390575813e+01
9.920712532919427618e-02,5.571451264412606574e-02,-2.196680077028498324e-01,2.238288062683354770e-02,1.226157763873323781e+01
9.305831831374607177e-02,5.500587067314231804e-02,-2.240591611232127522e-01,1.973674483103323926e-02,1.394437747335883060e+01
8.666405610792245195e-02,5.435469679138289767e-02,-2.280942091943415906e-01,1.706576981781548694e-02,1.615849650834584850e+01
8.004547391698929593e-02,5.376314334937891404e-02,-2.317598147138357767e-01,1.437351267310415723e-02,1.920678646017528735e+01
7.322444839984357245e-02,5.323316563188724287e-02,-2.350438616122279278e-01,1.166351134757860619e-02,2.367653234955184516e+01
6.622352535923595185e-02,5.276651539501123894e-02,-2.379354950007027958e-01,8.939290518502205490e-03,3.087565783935430375e+01
5.906584522024604933e-02,5.236473507605269445e-02,-2.404251570501861890e-01,6.204366671715838555e-03,4.442661117837779017e+01
5.177506654332945935e-02,5.202915269523344238e-02,-2.425046185832115675e-01,3.462252669665634008e-03,7.944511088234415297e+01
4.437528782475117645e-02,5.176087746613807633e-02,-2.441670062741429781e-01,7.164620023030870413e-04,3.828311954031213986e+02
3.689096784288239950e-02,5.156079612938690299e-02,-2.454068253678470257e-01,2.029487127207397785e-03,1.346852606809574127e+02
2.934684481364231712e-02,5.142957002165737118e-02,-2.462199778417225038e-01,4.772067758857538068e-03,5.705627596885095443e+01
1.092243323773296609e-01,8.656495130560828977e-02,-2.850093773660942326e-02,1.154880379687692367e-02,1.539265994271755922e+01
1.142309604933082201e-01,8.565633589200846720e-02,-3.413124167653064367e-02,1.660013190383489295e-02,1.096260789376824896e+01
1.189015639342228398e-01,8.470338268542150495e-02,-4.003628809473960826e-02,2.205839867174836516e-02,8.442773151210488436e+00
1.232207047716211701e-01,8.370924151939845848e-02,-4.619655881007076609e-02,2.786323762076542768e-02,6.837414184822263152e+00
1.271741067801573921e-01,8.267719836766555808e-02,-5.259169203849482777e-02,3.394350703459616397e-02,5.739007920743038227e+00
1.307487026253589257e-01,8.161066448286666275e-02,-5.920054969572078468e-02,4.020440296440119798e-02,4.951920984719935248e+00
1.339326770555987201e-01,8.051316512121627078e-02,-6.600128726573376015e-02,4.649363639220158162e-02,4.373932652811213906e+00
1.367155059555092977e-01,7.938832789033213599e-02,-7.297142600432923731e-02,5.251038804891831890e-02,3.953543028408720517e+00
1.390879911317531858e-01,7.823987075876168151e-02,-8.008792723898647270e-02,5.760068905580648102e-02,3.677083945626218764e+00
1.410422907161717476e-01,7.707158976683506357e-02,-8.732726851949498825e-02,6.076112783671409889e-02,3.554070796396470389e+00
1.425719450858189130e-01,7.588734647946435152e-02,-9.466552136763037306e-02,6.179022193189360329e-02,3.560930979107923111e+00
1.436718982142060064e-01,7.469105522236182959e-02,-1.020784303688903744e-01,6.152741281235097476e-02,3.641229216608760755e+00
1.443385143831840134e-01,7.348667014386589535e-02,-1.095414933448663891e-01,6.062737510914096434e-02,3.759896252510797510e+00
1.445695902002251398e-01,7.227817214513981847e-02,-1.170300423412530544e-01,5.938216641315856303e-02,3.903057896838779239e+00
1.443643618813824914e-01,7.106955572194309512e-02,-1.245193251638038456e-01,5.791797927143561148e-02,4.065812616797696677e+00
1.437235077758549917e-01,6.986481576146828798e-02,-1.319845871927278202e-01,5.629517941572587114e-02,4.246863688837011708e+00
1.426491461238132696e-01,6.866793433788395684e-02,-1.394011532051038504e-01,5.454624395433758238e-02,4.446608319178626090e+00
1.411448280548974199e-01,6.748286755022889216e-02,-1.467445089348611842e-01,5.269068831579450801e-02,4.666447596056181979e+00
1.392155258505291537e-01,6.631353244616311482e-02,-1.539903821007432838e-01,5.074147798867728598e-02,4.908551288611585406e+00
1.368676165088353880e-01,6.516379407479681862e-02,-1.611148226344290835e-01,4.870802727950646061e-02,5.175821639939283791e+00
1.341088606665064298e-01,6.403745271139221762e-02,-1.680942818436321484e-01,4.659770811950443570e-02,5.471969076807970289e+00
1.309483769472598036e-01,6.293823129616489542e-02,-1.749056902485153220e-01,4.441665714776977386e-02,5.801675503159763103e+00
1.273966118216961485e-01,6.186976312870369477e-02,-1.815265338341456314e-01,4.217023027866596829e-02,6.170850454444419597e+00
1.234653050781707728e-01,6.083557985868334739e-02,-1.879349284669497300e-01,3.986327028436618264e-02,6.587006466518825931e+00
