x_m,y_m,z_m,sigma_min_m_rad,condition_number
-5.661815280426613084e-03,2.420963728466263981e-02,-2.130530171395308980e-01,5.155588046980914829e-02,4.471071314223453719e+00
-1.241495035728469587e-02,2.312051916658910966e-02,-2.163395377732746649e-01,4.973091279139210674e-02,4.685232376830358092e+00
-1.935589626020244730e-02,2.215528155575206826e-02,-2.192522368385447507e-01,4.781433117894723361e-02,4.931913587149603373e+00
-2.646171080888203714e-02,2.131711488982496183e-02,-2.217814868770605352e-01,4.581219779374971074e-02,5.217634656371042290e+00
-3.370890687623469273e-02,2.060878959391095055e-02,-2.239189278596251942e-01,4.373027026349310398e-02,5.547053764257750430e+00
-4.107353002130140207e-02,2.003264692334839892e-02,-2.256574948188576624e-01,4.157403076453857621e-02,5.924016981832138207e+00
-4.853123766680489393e-02,1.959059122506785766e-02,-2.269914412013059046e-01,3.934871325283003513e-02,6.353868921581045548e+00
-5.605737955962337288e-02,1.928408364307956924e-02,-2.279163578617552366e-01,3.705932863621622109e-02,6.844870527257754134e+00
-6.362707924823753081e-02,1.911413728889702068e-02,-2.284291876369484164e-01,3.471068780050574898e-02,7.409009562760942025e+00
-7.121531630783999034e-02,1.908131389285970536e-02,-2.285282354505473734e-01,3.230742248663741323e-02,8.063024627866994365e+00
-7.879700904132502792e-02,1.918572194742391990e-02,-2.282131739159350137e-01,2.985400407398354841e-02,8.830136451662744079e+00
-8.634709738280441083e-02,1.942701634855835413e-02,-2.274850444183394160e-01,2.735476036143204628e-02,9.742961174976622729e+00
-9.384062572962430238e-02,1.980439953642987305e-02,-2.263462536727023633e-01,2.481389045893035022e-02,1.084842792012474355e+01
-1.012528254290961938e-01,2.031662413160947867e-02,-2.248005657686699410e-01,2.223547791202859503e-02,1.221634183031265231e+01
-1.085591966472943815e-01,2.096199705808415858e-02,-2.228530897289999479e-01,1.962350218416014647e-02,1.395506978400738696e+01
-1.157355893493165616e-01,2.173838513944750805e-02,-2.205102626225086959e-01,1.698184861880974381e-02,1.624228880121471974e+01
-1.227582831233398480e-01,2.264322214977108894e-02,-2.177798282873756319e-01,1.431431699876943922e-02,1.939082399816408042e+01
-1.296040655846268097e-01,2.367351729585160519e-02,-2.146708117351313894e-01,1.162462881464907706e-02,2.400721276566140361e+01
-1.362503091003298694e-01,2.482586510279675279e-02,-2.111934893199340635e-01,8.916433352158277884e-03,3.144203969101407381e+01
-1.426750455814921326e-01,2.609645667027470778e-02,-2.073593547717332564e-01,6.193312710539404520e-03,4.543540276704585068e+01
-1.488570390950321176e-01,2.748109226222157642e-02,-2.031810812055944715e-01,3.458785877398681298e-03,8.159254304670884039e+01
-1.547758560557048468e-01,2.897519518839349745e-02,-1.986724792327554945e-01,7.163120150465423358e-04,3.947990028885521383e+02
-1.604119327660315508e-01,3.057382693188003681e-02,-1.938484513118724217e-01,2.030706828272259117e-03,1.394402183758265608e+02
-1.657466400809549101e-01,3.227170347257767025e-02,-1.887249424913391704e-01,4.778923263010751224e-03,5.928160001992335282e+01
5.665769368038395259e-02,5.571229680079232971e-02,-1.179906553998324725e-01,6.021190859452729693e-02,3.054194754182022908e+00
5.530243382429866905e-02,5.336344069422020026e-02,-1.250785588437665630e-01,6.132710464795477351e-02,3.043005704995523697e+00
5.352030008260408311e-02,5.104296633234985114e-02,-1.320808175922024152e-01,6.216950958415512485e-02,3.046512102760337015e+00
5.131718301174431618e-02,4.875854366995850675e-02,-1.389742868050928837e-01,6.276050340285163620e-02,3.062864762566581689e+00
4.870036466084695648e-02,4.651772349872928397e-02,-1.457361812287029934e-01,6.311576996766121717e-02,3.090850283937789378e+00
4.567849450208083528e-02,4.432791248932387018e-02,-1.523441505086010062e-01,6.324855070450308148e-02,3.129637155592167375e+00
4.226156084121708567e-02,4.219634870982381936e-02,-1.587763530651605248e-01,6.317099338349393967e-02,3.178656436167279331e+00
3.846085780289081046e-02,4.013007770146079928e-02,-1.650115282873884925e-01,6.289468370686181198e-02,3.237543330205197911e+00
3.428894799968872087e-02,3.813592919071315257e-02,-1.710290668064558262e-01,6.243082126171784624e-02,3.306110080222593783e+00
2.975962100845377933e-02,3.622049451474357307e-02,-1.768090786166508777e-01,6.179024630149079073e-02,3.384338326093605520e+00
2.488784779105690514e-02,3.439010483479423841e-02,-1.823324588185942507e-01,6.098341223407613421e-02,3.472387570563148618e+00
1.968973121029043982e-02,3.265081020955171165e-02,-1.875809507674108811e-01,6.002034698420528197e-02,3.570622151764055729e+00
1.418245280444506429e-02,3.100835959765091410e-02,-1.925372064171333997e-01,5.891062153229110337e-02,3.679665621893951855e+00
8.384215996498647905e-03,2.946818185541714291e-02,-1.971848436618775791e-01,5.766333186030813546e-02,3.800501844700265863e+00
2.314185925629319573e-03,2.803536779265458634e-02,-2.015085004842586125e-01,5.628709483497796456e-02,3.934659726850522343e+00
-4.007573900069547057e-03,2.671465334579337103e-02,-2.054938857320686707e-01,5.479005610224373796e-02,4.084538764821934897e+00
-1.056016792028827145e-02,2.551040392401338758e-02,-2.091278263553819905e-01,5.317990725495674864e-02,4.253896750892844913e+00
-1.732193758941463074e-02,2.442659998008642197e-02,-2.123983109479525011e-01,5.146390952432423893e-02,4.448190715149889840e+00
-2.427053296537289712e-02,2.346682385362969941e-02,-2.152945294489854167e-01,4.964892158632668029e-02,4.673698544502494556e+00
-3.138298658376246358e-02,2.263424793025846371e-02,-2.178069088740544612e-01,4.774142953210760987e-02,4.935097498216610035e+00
-3.863578937311735323e-02,2.193162415577562530e-02,-2.199271449570620318e-01,4.574757750904542841e-02,5.234655507890670023e+00
-4.600496836036088721e-02,2.136127494005744809e-02,-2.216482295986553497e-01,4.367319794418037665e-02,5.574426045891724080e+00
-5.346616590961213167e-02,2.092508548070132202e-02,-2.229644740303715067e-01,4.152384059582244630e-02,5.958263906652747188e+00
-6.099472023243385221e-02,2.062449753180826961e-02,-2.238715276179467084e-01,3.930479994201377392e-02,6.392527537386961001e+00
-6.856574690340737355e-02,2.046050463849667655e-02,-2.243663922416380407e-01,3.702114061361559683e-02,6.886414212960658254e+00
-7.615422111159850238e-02,2.043364885289870869e-02,-2.244474322060261706e-01,3.467772072554856783e-02,7.452552987442151000e+00
-8.373506037604508401e-02,2.054401894249419103e-02,-2.241143796465431548e-01,3.227921306275634283e-02,8.108096122924518312e+00
-9.128320745186339902e-02,2.079125009670390600e-02,-2.233683354148562061e-01,2.983012414737719331e-02,8.876541076688257093e+00
-9.877371315294115883e-02,2.117452513271238235e-02,-2.222117654401790376e-01,2.733481125849697435e-02,9.790708618556609011e+00
-1.061818188174590838e-01,2.169257719653415462e-02,-2.206484925785399398e-01,2.479749750232737929e-02,1.089770451840904641e+01
-1.134830381436656155e-01,2.234369395039596806e-02,-2.186836839769455421e-01,2.222228504395190596e-02,1.226751805109967641e+01
-1.206532381254086933e-01,2.312572323259379919e-02,-2.163238339942079591e-01,1.961316661608536807e-02,1.400874697637270749e+01
-1.276687188199063516e-01,2.403608017111720507e-02,-2.135767427348859993e-01,1.697403541898975798e-02,1.629940652591940875e+01
-1.345062916840953915e-01,2.507175572752805975e-02,-2.104514902672940668e-01,1.430869352172487938e-02,1.945288610591154210e+01
-1.411433562206309555e-01,2.622932664285306664e-02,-2.069584066107971743e-01,1.162085887116667132e-02,2.407679163913747900e+01
-1.475579746801953807e-01,2.750496675261576013e-02,-2.031090375915929058e-01,8.914171015019725294e-03,3.152406440424510237e+01
-1.537289445732002990e-01,2.889445963360773306e-02,-1.989161066798403876e-01,6.192195652857571987e-03,4.554130620589022982e+01
-1.596358687512053898e-01,3.039321254059743765e-02,-1.943934729342758072e-01,3.458428151798335123e-03,8.176086671831095032e+01
-1.652592228264120888e-01,3.199627158691076279e-02,-1.895560851933230651e-01,7.162962117120522413e-04,3.955109682337884465e+02
-1.705804197063870986e-01,3.369833811870670548e-02,-1.844199326641128012e-01,2.030838042673475952e-03,1.396563670746279797e+02
-1.755818710307070207e-01,3.549378622882548573e-02,-1.790019920727294045e-01,4.779676096632879713e-03,5.935874240043911243e+01
5.089059992452150960e-02,5.469705930668542632e-02,-1.210542340118883897e-01,5.979559225381858578e-02,3.068903939268011527e+00
4.909002993207818577e-02,5.237799369403799143e-02,-1.280522417215139985e-01,6.091244147249540164e-02,3.055112943207140663e+00
4.686876444459185664e-02,5.009531073605801021e-02,-1.349404612058858755e-01,6.177126112176238582e-02,3.055455547198275390e+00
4.423414549786230943e-02,4.785655547411554050e-02,-1.416961245634021371e-01,6.238565246262517405e-02,3.068419428595221987e+00
4.119488140106479512e-02,4.566912775364667665e-02,-1.482969020354180101e-01,6.276727799838158206e-02,3.092927325713183073e+00
3.776101795283494378e-02,4.354025776515476481e-02,-1.547209758136711688e-01,6.292720190732033203e-02,3.128196217167248161e+00
3.394390523649705449e-02,4.147698214597851651e-02,-1.609471121555380302e-01,6.287636363897299019e-02,3.173667171869560821e+00
2.975616010418913326e-02,3.948612072181914567e-02,-1.669547315687544831e-01,6.262567971182220194e-02,3.228970965206799715e+00
2.521162447388758387e-02,3.757425396490330499e-02,-1.727239768336179815e-01,6.218599448264078983e-02,3.293915587776393927e+00
2.032531957717355342e-02,3.574770124329061660e-02,-1.782357786378330200e-01,6.156798185447167476e-02,3.368491707637471855e+00
1.511339630896806063e-02,3.401249993321898285e-02,-1.834719186070559727e-01,6.078204463270513169e-02,3.452899001963714909e+00
9.593081843346534798e-03,3.237438546352841562e-02,-1.884150895228012546e-01,5.983823123838792613e-02,3.547604393546134993e+00
3.782622691885631494e-03,3.083877235812353818e-02,-1.930489525286683272e-01,5.874617605038260498e-02,3.653456888104453348e+00
-2.298775607245825969e-03,2.941073633913571239e-02,-1.973581911358034957e-01,5.751506311808884248e-02,3.771907269967117227e+00
-8.631011970104462971e-03,2.809499754993982634e-02,-2.013285618490904261e-01,5.615361009629619288e-02,3.905404103360908596e+00
-1.519315620787203835e-02,2.689590495347968929e-02,-2.049469412467322393e-01,5.467006828707476895e-02,4.057949774453669001e+00
-2.196351820822829704e-02,2.581742195747039476e-02,-2.082013693576114655e-01,5.307223468807578670e-02,4.235212208744445483e+00
-2.891971962852857986e-02,2.486311331399164437e-02,-2.110810891930510191e-01,5.136747241586982204e-02,4.442725631565247468e+00
-3.603876786381612213e-02,2.403613333677311753e-02,-2.135765823023100529e-01,4.956273650635938804e-02,4.683118927783996632e+00
-4.329713204517948028e-02,2.333921547511773331e-02,-2.156796002342919738e-01,4.766460273822825666e-02,4.956746855244589689e+00
-5.067082081725510223e-02,2.277466327892466169e-02,-2.173831918014727804e-01,4.567929770586957178e-02,5.264549134750741821e+00
-5.813546163779376164e-02,2.234434278467567481e-02,-2.186817260559333898e-01,4.361272885654656623e-02,5.609416209719407576e+00
-6.566638133717868364e-02,2.204967634755154726e-02,-2.195709109015525073e-01,4.147051359845001922e-02,5.996349074227078191e+00
-7.323868767161950677e-02,2.189163794006598884e-02,-2.200478072808396690e-01,3.925800688970310787e-02,6.432529997551969636e+00
-8.082735160046024270e-02,2.187074993275595070e-02,-2.201108388895173795e-01,3.698032694606856463e-02,6.927668809654414339e+00
-8.840729001564756606e-02,2.198708136756996612e-02,-2.197597973867412013e-01,3.464237887104736763e-02,7.494710695756389818e+00
-9.595344864991024736e-02,2.224024772966107233e-02,-2.189958430837368464e-01,3.224887612921210206e-02,8.151013446036030174e+00
-1.034408848896095773e-01,2.262941221833872363e-02,-2.178215011085782860e-01,2.980435986324421818e-02,8.920221750248893855e+00
-1.108448502185372941e-01,2.315328851297897977e-02,-2.162406530597827115e-01,2.731321610653529228e-02,9.835277612080489007e+00
-1.181408720201550799e-01,2.381014502475033157e-02,-2.142585241763113602e-01,2.477969097383178609e-02,1.094340518335986800e+01
-1.253048344678925896e-01,2.459781062010218955e-02,-2.118816660663820906e-01,2.220790392816097275e-02,1.231473124713800615e+01
-1.323130582361330687e-01,2.551368179709751632e-02,-2.091179350521826241e-01,1.960185922787968660e-02,1.405803920673483454e+01
-1.391423787684160085e-01,2.655473129086984019e-02,-2.059764662020608372e-01,1.696545565701975192e-02,1.635162764727702722e+01
-1.457702228441523085e-01,2.771751807976026438e-02,-2.024676431360258044e-01,1.430249463867439702e-02,1.950936816600636092e+01
-1.521746831907744846e-01,2.899819875906115701e-02,-1.986030637043619540e-01,1.161668682862255879e-02,2.413978756459903252e+01
-1.583345908947025871e-01,3.039254024477226063e-02,-1.943955016528002289e-01,8.911657289259930156e-03,3.159786490160120564e+01
-1.642295853717831156e-01,3.189593376537894209e-02,-1.898588644009562565e-01,6.190949358737380358e-03,4.563583206814305981e+01
-1.698401816659250718e-01,3.350341009540521581e-02,-1.850081470735915612e-01,3.458027367430366750e-03,8.190951304450086923e+01
-1.751478348534886431e-01,3.520965598038924144e-02,-1.798593829366406660e-01,7.162784311106832735e-04,3.961304860430338408e+02
-1.801350013405471351e-01,3.700903169899142503e-02,-1.744295904018291210e-01,2.030986301618133063e-03,1.398404894071335889e+02
-1.847851968504153342e-01,3.889558970418620365e-02,-1.687367167750508656e-01,4.780530295150121206e-03,5.942237248129296034e+01
4.494035496418372078e-02,5.379243148565746729e-02,-1.237840370978254417e-01,5.933159674853992482e-02,3.083782995603312038e+00
4.270095494297292127e-02,5.151150249884992732e-02,-1.306669638023293389e-01,6.046667733604219053e-02,3.066353319294259361e+00
4.004855186677096224e-02,4.927482613840726555e-02,-1.374163538708778887e-01,6.135098505160687526e-02,3.062887804549453197e+00
3.699191282733277353e-02,4.708979537829109663e-02,-1.440098982801738536e-01,6.199397675733839264e-02,3.072011502071930522e+00
3.354114105337221985e-02,4.496363248623780340e-02,-1.504258031296805131e-01,6.240507396991747807e-02,3.092689960185278863e+00
2.970764251596474947e-02,4.290336515171425807e-02,-1.566428616778542671e-01,6.259408662985957439e-02,3.124143629520307108e+00
2.550408822794444919e-02,4.091580325702057902e-02,-1.626405244376181169e-01,6.257124595267285483e-02,3.165803822192189809e+00
2.094437236190915819e-02,3.900751636831948505e-02,-1.683989670993859267e-01,6.234707925034823489e-02,3.217293877562340754e+00
1.604356632526768300e-02,3.718481202099201133e-02,-1.738991560571292727e-01,6.193223606509926787e-02,3.278430825006990901e+00
1.081786894412666011e-02,3.545371487109379854e-02,-1.791229113209008017e-01,6.133731724538635938e-02,3.349250996819546078e+00
5.284552920676380272e-03,3.381994678182356079e-02,-1.840529666078667692e-01,6.057272968286950277e-02,3.430073202879358352e+00
-5.380922589481862417e-04,3.228890791082449779e-02,-1.886730264132280288e-01,5.964857440193598731e-02,3.521631059437834388e+00
-6.630820777622239981e-03,3.086565886083185439e-02,-1.929678198723900617e-01,5.857456794489138835e-02,3.625337950792986152e+00
-1.297349410118396607e-02,2.955490395266447551e-02,-1.969231512363498193e-01,5.735999327981070733e-02,3.743774355992145697e+00
-1.954514754312026981e-02,2.836097567584899837e-02,-2.005259467934606410e-01,5.601367501704042351e-02,3.881310568643695280e+00
-2.632405955996596630e-02,2.728782036827259033e-02,-2.037642980824835026e-01,5.454397353432128420e-02,4.043808259653517645e+00
-3.328782354837206414e-02,2.633898517219773749e-02,-2.066275012540901013e-01,5.295879306789560981e-02,4.235711666663665831e+00
-4.041342190652925243e-02,2.551760630975406091e-02,-2.091060924507153473e-01,5.126559956243142285e-02,4.457572308460235000e+00
-4.767730211514854127e-02,2.482639871666050824e-02,-2.111918790878163643e-01,4.947144487557896680e-02,4.708370510973831635e+00
-5.505545458652549157e-02,2.426764706844194985e-02,-2.128779669331428426e-01,4.758299469067196752e-02,4.988401881554523243e+00
-6.252349202437067210e-02,2.384319822880175826e-02,-2.141587828945130945e-01,4.560655815105277289e-02,5.299906564533698905e+00
-7.005673003209525462e-02,2.355445514511084887e-02,-2.150300934407737008e-01,4.354811777488921953e-02,5.646882768037496447e+00
-7.763026870311338923e-02,2.340237221119083333e-02,-2.154890185950558978e-01,4.141335864288272356e-02,6.035022113537152677e+00
-8.521907492347886859e-02,2.338745211271869850e-02,-2.155340414540758975e-01,3.920769618516285054e-02,6.471911761859844070e+00
-9.279806511481659970e-02,2.350974416568019087e-02,-2.151650132020147266e-01,3.693630214367774750e-02,6.967504253989735830e+00
-1.003421881440566543e-01,2.376884415336374262e-02,-2.143831536024049245e-01,3.460412846846071949e-02,7.534899508957208170e+00
-1.078265081259254937e-01,2.416389566243380693e-02,-2.131910469663984009e-01,3.221592903476636766e-02,8.191563517525272786e+00
-1.152262868445037419e-01,2.469359291366737819e-02,-2.115926336107416261e-01,2.977627915557358104e-02,8.961226730983527844e+00
-1.225170655214203458e-01,2.535618507799721616e-02,-2.095931968336922913e-01,2.728959292048220228e-02,9.876910422401206091e+00
-1.296747456604102067e-01,2.614948206359569288e-02,-2.071993454519268085e-01,2.476013842568980730e-02,1.098592490435984992e+01
-1.366756687010178828e-01,2.707086175487107005e-02,-2.044189919561597291e-01,2.219205097695768278e-02,1.235850530541973313e+01
-1.434966942181635785e-01,2.811727867944890935e-02,-2.012613263576781275e-01,1.958934435343065439e-02,1.410358851260563817e+01
-1.501152764090967207e-01,2.928527407449110082e-02,-1.977367858122377475e-01,1.695592021925193538e-02,1.639971332968737983e+01
-1.565095386149203405e-01,3.057098731908014511e-02,-1.938570201217230948e-01,1.429557576627290064e-02,1.956116494384377802e+01
-1.626583456303685449e-01,3.197016869488060464e-02,-1.896348532276013465e-01,1.161200966949987867e-02,2.419726391284024203e+01
-1.685413735628281673e-01,3.347819343289967081e-02,-1.850842408234459890e-01,8.908826443584209193e-03,3.166474899167912582e+01
-1.741391770096968883e-01,3.509007699991704282e-02,-1.802202242266369159e-01,6.189539313502251915e-03,4.572071665000875385e+01
-1.794332533320338041e-01,3.680049157405790999e-02,-1.750588806617045246e-01,3.457571772182741355e-03,8.204127622422392108e+01
-1.844061038120565765e-01,3.860378365505114096e-02,-1.696172701196504429e-01,7.162581216086353784e-04,3.966692907255851992e+02
-1.890412914923386423e-01,4.049399275096517148e-02,-1.639133789688907439e-01,2.031156464403528761e-03,1.399960213141864074e+02
-1.933234955055281312e-01,4.246487107965542240e-02,-1.579660605042082222e-01,4.781515356742767342e-03,5.947361524385033960e+01
3.882837325573432197e-02,5.300166902098334826e-02,-1.261702403143677986e-01,5.883465160803888483e-02,3.097938041190356095e+00
3.615820262757059311e-02,5.076708554126048434e-02,-1.329133149102826317e-01,5.999718774865721999e-02,3.076179202332117057e+00
3.308420774947572196e-02,4.858446539793213198e-02,-1.394995850472276755e-01,6.091217556516633630e-02,3.068433649445357680e+00
2.961654921709683252e-02,4.646102289082862380e-02,-1.459072808686033562e-01,6.158681835783874625e-02,3.073357117911116543e+00
2.576668881797318511e-02,4.440377671762190531e-02,-1.521152227664883672e-01,6.202926481882457821e-02,3.089907204798407747e+00
2.154735164644111522e-02,4.241952677464928823e-02,-1.581028913874268638e-01,6.224858919240417593e-02,3.117285611000189416e+00
1.697248404288138890e-02,4.051483168094977688e-02,-1.638504954558511195e-01,6.225460109600940151e-02,3.154910176797763643e+00
1.205720749633423794e-02,3.869598709980374973e-02,-1.693390371909597181e-01,6.205760022040279072e-02,3.202410900131640759e+00
6.817768662849318928e-03,3.696900492943053229e-02,-1.745503751008263826e-01,6.166813318673366323e-02,3.259653812602123057e+00
1.271485664777444180e-03,3.533959343162585559e-02,-1.794672839461835256e-01,6.109677995998811367e-02,3.326809212603225596e+00
-4.563309151497413341e-03,3.381313836402056322e-02,-1.840735116756802292e-01,6.035398075698674564e-02,3.404504288480056928e+00
-1.066732981018062021e-02,3.239468517832504169e-02,-1.883538331444239988e-01,5.944990515845760548e-02,3.494143519663164277e+00
-1.702040045275783620e-02,3.108892234340006333e-02,-1.922941004382484054e-01,5.839436017269210299e-02,3.598510479464413603e+00
-2.360152202605021732e-02,2.990016584827710072e-02,-1.958812896373677837e-01,5.719673165994627884e-02,3.722447287186186671e+00
-3.038894169120730931e-02,2.883234493635075668e-02,-1.991035438648492140e-01,5.586595279038176348e-02,3.871918389247801073e+00
-3.736022472421697549e-02,2.788898911789668145e-02,-2.019502124776123564e-01,5.441049340057221850e-02,4.049940663402051833e+00
-4.449232867027730354e-02,2.707321650384308248e-02,-2.044118862704169537e-01,5.283836478846962864e-02,4.255146056058614512e+00
-5.176167950692484726e-02,2.638772349935657180e-02,-2.064804285764773040e-01,5.115713535825353736e-02,4.485621690353508662e+00
-5.914424956417415474e-02,2.583477589130848961e-02,-2.081490021619059883e-01,4.937395342211421678e-02,4.741303371261711419e+00
-6.661563694411624936e-02,2.541620135908097960e-02,-2.094120918250902685e-01,4.749557429119789093e-02,5.023965458325854172e+00
-7.415114617746738912e-02,2.513338343346661202e-02,-2.102655226263042965e-01,4.552838949917758365e-02,5.336842398841178614e+00
-8.172586985047088082e-02,2.498725692362999823e-02,-2.107064736873007771e-01,4.347845658701655902e-02,5.684499729395415812e+00
-8.931477093234688192e-02,2.497830482724631290e-02,-2.107334875152704068e-01,4.135152834188096649e-02,6.072949195437392866e+00
-9.689276553117094626e-02,2.510655673403035248e-02,-2.103464748203495993e-01,3.915308074083822393e-02,6.509966239852960967e+00
-1.044348058046440930e-01,2.537158872793227743e-02,-2.095467148107542643e-01,3.688833911803407473e-02,7.005621715410602413e+00
-1.119159627517068434e-01,2.577252478832409849e-02,-2.083368509645623923e-01,3.456230226947017148e-02,7.573096680535189584e+00
-1.193115086113427786e-01,2.630803968554490391e-02,-2.067208822921226541e-01,3.217976434765884575e-02,8.229919435405104622e+00
-1.265969985962151489e-01,2.697636336123435119e-02,-2.047041501179687195e-01,2.974533449236715227e-02,8.999875395315255489e+00
-1.337483516909798442e-01,2.777528677897585924e-02,-2.022933204259304008e-01,2.726345420408813475e-02,9.916042203334432870e+00
-1.407419302482084134e-01,2.870216922591121989e-02,-1.994963618257959426e-01,2.473841250237236028e-02,1.102579673150522588e+01
-1.475546181188296668e-01,2.975394704119221218e-02,-1.963225192143542575e-01,2.217435892855151858e-02,1.239946247578988014e+01
-1.541638970588424806e-01,3.092714374241875563e-02,-1.927822832178754386e-01,1.957531445727937053e-02,1.414610536461209023e+01
-1.605479211597495293e-01,3.221788151659231436e-02,-1.888873555170330343e-01,1.694518037859939555e-02,1.644446920912149324e+01
-1.666855890566940612e-01,3.362189403760312834e-02,-1.846506101688804857e-01,1.428774520691614321e-02,1.960919447800053561e+01
-1.725566136756273572e-01,3.513454056788486990e-02,-1.800860510537264925e-01,1.160668967146179405e-02,2.425028525130493406e+01
-1.781415892889694486e-01,3.675082129762630156e-02,-1.752087655875608774e-01,8.905589853753398052e-03,3.172599664895146532e+01
-1.834220556581199202e-01,3.846539387083847822e-02,-1.700348748530275400e-01,6.187918576410046147e-03,4.579761737229019758e+01
-1.883805590508076944e-01,4.027259104365311926e-02,-1.645814803137790605e-01,3.457045241852777125e-03,8.215873760376295820e+01
-1.930007099315957375e-01,4.216643941648574173e-02,-1.588666072883389568e-01,7.162345196777018591e-04,3.971376973671810333e+02
-1.972672371348543896e-01,4.414067917814720049e-02,-1.529091453703105286e-01,2.031355314535995653e-03,1.401257328070800270e+02
-2.011660383411430497e-01,4.618878479664280390e-02,-1.467287859918634529e-01,4.782672785254552320e-03,5.951322710491617585e+01
3.257665133317562411e-02,5.232761780361489673e-02,-1.282042559067261278e-01,5.831276730411494996e-02,3.110796159675075057e+00
2.948531982888209779e-02,5.014742191844314551e-02,-1.347832106071533143e-01,5.950775593390513624e-02,3.084215038111329132e+00
2.600079621093936977e-02,4.802671306779816851e-02,-1.411826573523201067e-01,6.045626606261042535e-02,3.071821859486609796e+00
2.213459801171450969e-02,4.597250091369017855e-02,-1.473814438002996607e-01,6.116425086397592886e-02,3.072245539919248536e+00
1.789950432751427623e-02,4.399157532399430859e-02,-1.533590808595033939e-01,6.163911709201898986e-02,3.084410554593019160e+00
1.330951357933778112e-02,4.209048392963452012e-02,-1.590958104120773764e-01,6.188949269254616359e-02,3.107495053755668923e+00
8.379797243347322788e-03,4.027551048244263493e-02,-1.645726706211833035e-01,6.192492572091774783e-02,3.140917834994212399e+00
3.126649703994163754e-03,3.855265408522735859e-02,-1.697715586063001103e-01,6.175557661403375392e-02,3.184358120879892340e+00
-2.432565604448599927e-03,3.692760936270480382e-02,-1.746752902793841378e-01,6.139193690540159509e-02,3.237827571571179508e+00
-8.279473589925132049e-03,3.540574763883248821e-02,-1.792676571441079725e-01,6.084459040688621617e-02,3.301844312663760661e+00
-1.439474823850826757e-02,3.399209918276186598e-02,-1.835334798704382764e-01,6.012402230162670891e-02,3.377817505041465829e+00
-2.075817649343010551e-02,3.269133658209275733e-02,-1.874586584674695910e-01,5.924047511870651761e-02,3.468788371799247816e+00
-2.734872506609020010e-02,3.150775929838652706e-02,-1.910302188886766894e-01,5.820384689598332578e-02,3.580152826139749056e+00
-3.414460995820783884e-02,3.044527945598746871e-02,-1.942363559155382835e-01,5.702362511084376612e-02,3.717842757045455748e+00
-4.112336846532477913e-02,2.950740891112497294e-02,-1.970664721777883599e-01,5.570884951371149474e-02,3.883200419403805892e+00
-4.826193342366183470e-02,2.869724764403764478e-02,-1.995112131813190637e-01,5.426809733718078455e-02,4.073213523224355370e+00
-5.553670945491858552e-02,2.801747351248719264e-02,-2.015624982279561883e-01,5.270948511054666941e-02,4.285430167772135590e+00
-6.292365095700140631e-02,2.747033340053036538e-02,-2.032135471249075231e-01,5.104068223599003001e-02,4.519577012533871674e+00
-7.039834158289356991e-02,2.705763579180499312e-02,-2.044589025955995398e-01,4.926893242144098767e-02,4.777072268945675049e+00
-7.793607494496315735e-02,2.678074479187828733e-02,-2.052944483178272828e-01,4.740107992721598329e-02,5.060553422066542240e+00
-8.551193627795362906e-02,2.664057561941526181e-02,-2.057174225295953784e-01,4.544359832699997048e-02,5.373719512992901848e+00
-9.310088479073316825e-02,2.663759158107063124e-02,-2.057264271576782211e-01,4.340262009670466797e-02,5.721391521224572507e+00
-1.006778364346019722e-01,2.677180254010317478e-02,-2.053214324387259426e-01,4.128396583255725116e-02,6.109729367541573808e+00
-1.082177468145810034e-01,2.704276488377437004e-02,-2.045037770176425795e-01,3.909317227656661231e-02,6.546600513741448246e+00
-1.156956939696311693e-01,2.744958298963889876e-02,-2.032761635229104191e-01,3.683551861059151250e-02,7.042137883265998433e+00
-1.230869607481871741e-01,2.799091218588057456e-02,-2.016426496334866592e-01,3.451605068696460277e-02,7.609568938329358545e+00
-1.303671165067266657e-01,2.866496319590882552e-02,-1.996086346667976519e-01,3.213960300975123030e-02,8.266461314130161497e+00
-1.375120978613326161e-01,2.946950805252460115e-02,-1.971808417321642137e-01,2.971081837969890421e-02,9.036638776497719405e+00
-1.444982882253389167e-01,3.040188746210767401e-02,-1.943672955086445664e-01,2.723416517880787244e-02,9.953221788899289990e+00
-1.513025958701586515e-01,3.145901959448389046e-02,-1.911772957207487911e-01,2.471395230611139401e-02,1.106364089382296712e+01
-1.579025302512793161e-01,3.263741026941922169e-02,-1.876213863996949727e-01,2.215434179180256202e-02,1.243829340658816385e+01
-1.642762763471399545e-01,3.393316450607044427e-02,-1.837113210318101764e-01,1.955935911819017131e-02,1.418635501326121329e+01
-1.704027667651763500e-01,3.534199939721788253e-02,-1.794600237092715822e-01,1.693290126853141259e-02,1.648674526132971607e+01
-1.762617513766986943e-01,3.685925826572641201e-02,-1.748815464115985596e-01,1.427874251456413141e-02,1.965440994717329559e+01
-1.818338642504347680e-01,3.847992605644261210e-02,-1.699910225590946511e-01,1.160053794880517436e-02,2.429994069283887725e+01
-1.871006876635011584e-01,4.019864591265309012e-02,-1.648046169917606329e-01,8.901824781910629147e-03,3.178289535112300257e+01
-1.920448129782238444e-01,4.200973688231268710e-02,-1.593394725390159250e-01,6.186021483038060820e-03,4.586816224478451431e+01
-1.966498981835898829e-01,4.390721269551771389e-02,-1.536136533568332740e-01,3.456424988740213009e-03,8.226433662725376905e+01
